,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right
35009,2005330967,3.0,2005-04-01,43.258418,-5.753133,1,5,33,37,MIERES,5,,0,,,0,200,4,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.753133 43.258418),32
35010,2005330969,2.0,2005-04-03,43.249481,-5.770825,1,5,33,37,MIERES,5,,0,,,0,116,9,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.770825 43.249481),32
35012,2005330971,2.0,2005-03-24,43.283394,-5.875287,1,5,33,38,MORCÍN,5,,0,,,0,628,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.875287 43.283394),32
35014,2005330973,1.0,2005-03-26,43.289514,-5.892191,1,5,33,38,MORCÍN,5,,0,,,0,102,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.892191 43.289514),32
35016,2005330975,5.0,2005-03-28,43.290611,-5.927594,1,5,33,38,MORCÍN,5,,0,,,117,163,2,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.927594 43.290611),32
35017,2005330977,10.0,2005-03-30,43.244638,-5.849519,1,5,33,38,MORCÍN,5,,0,,,227,228,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.849519 43.244638),32
35020,2005330981,3.5,2005-04-01,43.381467,-5.546891,1,5,33,40,NAVA,5,,0,,,0,206,3,2,,6569.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.546891 43.381467),32
35028,2005331001,5.0,2005-03-25,43.380834,-5.880324,1,5,33,44,OVIEDO,5,,0,,,0,399,3,1,,13138.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.880324 43.380834),32
35029,2005331002,1.2,2005-03-25,43.330073,-5.869485,1,5,33,44,OVIEDO,5,,0,,,0,593,3,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.869485 43.330073),32
35035,2005331009,7.0,2005-03-22,43.414731,-5.115415,1,5,33,45,PARRES,5,,0,,,175,226,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.115415 43.414731),32
35037,2005331011,8.0,2005-03-24,43.391759,-5.188734,1,5,33,45,PARRES,5,,0,,,0,129,21,3,,2568.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.188734 43.391759),32
35038,2005331012,2.0,2005-03-24,43.410115,-5.197794,1,5,33,45,PARRES,5,,0,,,728,846,7,1,,11678.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.197794 43.410115),32
35039,2005331013,2.0,2005-03-24,43.417997,-5.115035,1,5,33,45,PARRES,5,,0,,,107,200,5,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.115035 43.417997),32
35042,2005331018,8.0,2005-03-25,43.417762,-5.116089,1,5,33,45,PARRES,5,,0,,,175,623,5,2,,35034.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.116089 43.417762),32
35044,2005331021,2.0,2005-04-01,43.32477,-5.235141,1,5,33,45,PARRES,5,,0,,,178,179,4,1,,9159.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.235141 43.32477),32
35045,2005331023,2.0,2005-03-25,43.32138,-4.53871,1,5,33,47,PEÑAMELLERA BAJA,5,,0,,,0,57,5,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.53871 43.32138),32
35049,2005331027,1.0,2005-03-25,43.316566,-4.622458,1,5,33,47,PEÑAMELLERA BAJA,5,,0,,,0,70,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.622458 43.316566),32
35050,2005331028,1.0,2005-03-25,43.313653,-4.590109,1,5,33,47,PEÑAMELLERA BAJA,5,,0,,,0,57,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.590109 43.313653),32
35051,2005331029,27.0,2005-03-26,43.331653,-4.624068,1,5,33,47,PEÑAMELLERA BAJA,5,,0,,,296,397,12,3,,2593.0,2005,3,Asturias,Menos_de_24h,1,POINT (-4.624068 43.331653),32
35052,2005331030,2.5,2005-03-27,43.331653,-4.624068,1,5,33,47,PEÑAMELLERA BAJA,5,,0,,,1086,2495,10,2,,1767.0,2005,3,Asturias,Entre_1dia_y_1semana,1,POINT (-4.624068 43.331653),32
35053,2005331031,1.5,2005-03-27,43.32138,-4.53871,1,5,33,47,PEÑAMELLERA BAJA,5,,0,,,132,193,4,1,,866.0,2005,3,Asturias,Menos_de_24h,1,POINT (-4.53871 43.32138),32
35054,2005331033,2.0,2005-03-28,43.334613,-4.738732,1,5,33,46,PEÑAMELLERA ALTA,5,,0,,,92,133,7,2,,288.0,2005,3,Asturias,Menos_de_24h,1,POINT (-4.738732 43.334613),32
35063,2005331047,1.5,2005-04-13,43.335771,-5.771369,1,5,33,44,OVIEDO,5,,0,,,0,567,3,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.771369 43.335771),32
35065,2005331053,6.0,2005-03-22,43.34001,-5.285009,1,5,33,49,PILOÑA,5,,0,,,0,235,9,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.285009 43.34001),32
35066,2005331054,2.0,2005-03-22,43.311636,-5.407091,1,5,33,49,PILOÑA,5,,0,,,0,122,6,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.407091 43.311636),32
35070,2005331059,1.5,2005-03-24,43.359376,-5.286439,1,5,33,49,PILOÑA,5,,0,,,80,101,5,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.286439 43.359376),32
35071,2005331060,3.5,2005-03-24,43.303218,-5.249676,1,5,33,49,PILOÑA,5,,0,,,203,227,3,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.249676 43.303218),32
35073,2005331062,7.0,2005-03-24,43.285644,-5.407347,1,5,33,49,PILOÑA,5,,0,,,294,884,10,1,,3668.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.407347 43.285644),32
35079,2005331071,4.0,2005-03-26,43.299532,-5.370565,1,5,33,49,PILOÑA,5,,0,,,80,117,3,1,,17517.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.370565 43.299532),32
35080,2005331073,3.0,2005-03-26,43.299532,-5.370565,1,5,33,49,PILOÑA,5,,0,,,0,93,3,1,,288.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.370565 43.299532),32
35084,2005331077,1.5,2005-03-30,43.37636,-5.288596,1,5,33,49,PILOÑA,5,,0,,,0,57,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.288596 43.37636),32
35085,2005331078,1.5,2005-03-31,43.362063,-5.305977,1,5,33,49,PILOÑA,5,,0,,,0,55,2,0,,3146.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.305977 43.362063),32
35089,2005331082,1.5,2005-04-01,43.403116,-5.343866,1,5,33,49,PILOÑA,5,,0,,,0,350,10,1,,3832.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.343866 43.403116),32
35090,2005331083,1.0,2005-04-01,43.34001,-5.285009,1,5,33,49,PILOÑA,5,,0,,,0,59,2,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.285009 43.34001),32
35091,2005331084,3.5,2005-04-01,43.299532,-5.370565,1,5,33,49,PILOÑA,5,,0,,,0,401,19,2,,1677.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.370565 43.299532),32
35094,2005331087,1.5,2005-04-05,43.306355,-5.400002,1,5,33,49,PILOÑA,5,,0,,,0,102,7,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.400002 43.306355),32
35095,2005331089,2.0,2005-04-13,43.330615,-5.391732,1,5,33,49,PILOÑA,5,,0,,,54,109,6,2,,866.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.391732 43.330615),32
35096,2005331091,1.5,2005-04-29,43.288003,-5.313628,1,5,33,49,PILOÑA,5,,0,,,81,126,3,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.313628 43.288003),32
35100,2005331097,2.0,2005-04-06,43.203463,-5.207897,1,5,33,50,PONGA,5,,0,,,0,178,7,1,,866.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.207897 43.203463),32
35101,2005331101,1.5,2005-03-29,43.253868,-6.044372,1,5,33,52,PROAZA,5,,0,,,402,441,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.044372 43.253868),32
35102,2005331102,4.0,2005-04-01,43.257702,-6.011129,1,5,33,52,PROAZA,5,,0,,,0,375,3,0,,12359.0,2005,4,Asturias,Menos_de_24h,2,POINT (-6.011129 43.257702),32
35105,2005331105,12.0,2005-04-01,43.120742,-5.912051,1,5,33,53,QUIRÓS,5,,0,,,0,819,10,1,,2280.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.912051 43.120742),32
35106,2005331113,5.0,2005-03-24,43.44505,-5.159118,1,5,33,56,RIBADESELLA,5,,0,,,155,1229,6,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.159118 43.44505),32
35108,2005331117,2.5,2005-04-01,43.426782,-5.059513,1,5,33,56,RIBADESELLA,5,,0,,,0,319,8,0,,4074.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.059513 43.426782),32
35109,2005331118,3.0,2005-03-22,43.298834,-5.844062,1,5,33,57,RIBERA DE ARRIBA,5,,0,,,222,278,4,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.844062 43.298834),32
35110,2005331120,2.0,2005-03-23,43.309393,-5.861841,1,5,33,57,RIBERA DE ARRIBA,5,,0,,,132,210,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.861841 43.309393),32
35112,2005331122,12.0,2005-03-24,43.306794,-5.865689,1,5,33,57,RIBERA DE ARRIBA,5,,0,,,0,556,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.865689 43.306794),32
35113,2005331123,1.75,2005-04-01,43.306794,-5.865689,1,5,33,57,RIBERA DE ARRIBA,5,,0,,,0,197,3,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.865689 43.306794),32
35115,2005331125,1.5,2005-04-29,43.441028,-5.053422,1,5,33,56,RIBADESELLA,5,,0,,,0,108,2,0,,7664.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.053422 43.441028),32
35117,2005331127,6.0,2005-04-30,43.101724,-5.909649,1,5,33,53,QUIRÓS,5,,0,,,0,312,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.909649 43.101724),32
35118,2005331129,1.0,2005-03-30,43.433785,-5.964466,1,5,33,54,"REGUERAS, LAS",5,,0,,,0,155,3,2,,288.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.964466 43.433785),32
35122,2005331134,1.5,2005-03-22,43.274481,-5.968606,1,5,33,64,SANTO ADRIANO,5,,0,,,86,112,2,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.968606 43.274481),32
35126,2005331141,2.0,2005-03-28,43.367665,-5.745571,1,5,33,66,SIERO,5,,0,,,107,136,3,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.745571 43.367665),32
35127,2005331142,2.5,2005-03-31,43.442766,-5.72602,1,5,33,66,SIERO,5,,0,,,92,985,6,2,,9160.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.72602 43.442766),32
35129,2005331147,2.0,2005-03-25,43.203787,-5.46776,1,5,33,67,SOBRESCOBIO,5,,0,,,0,161,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.46776 43.203787),32
35132,2005331150,1.5,2005-03-31,43.203787,-5.46776,1,5,33,67,SOBRESCOBIO,5,,0,,,0,105,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.46776 43.203787),32
35133,2005331151,2.3,2005-03-31,43.203787,-5.46776,1,5,33,67,SOBRESCOBIO,5,,0,,,0,220,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.46776 43.203787),32
35134,2005331152,3.5,2005-03-31,43.229181,-5.437015,1,5,33,67,SOBRESCOBIO,5,,0,,,394,543,10,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.437015 43.229181),32
35135,2005331153,1.5,2005-04-01,43.223222,-5.450838,1,5,33,67,SOBRESCOBIO,5,,0,,,0,52,5,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.450838 43.223222),32
35137,2005331155,1.5,2005-04-12,43.204834,-5.443763,1,5,33,67,SOBRESCOBIO,5,,0,,,0,84,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.443763 43.204834),32
35138,2005331158,1.0,2005-03-23,43.258783,-5.593117,1,5,33,60,SAN MARTÍN DEL REY AURELIO,5,,0,,,121,147,9,1,,822.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.593117 43.258783),32
35139,2005331161,25.0,2005-04-01,43.281885,-5.612216,1,5,33,60,SAN MARTÍN DEL REY AURELIO,5,,0,,,326,363,5,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.612216 43.281885),32
35141,2005331163,4.0,2005-04-13,43.257441,-5.598678,1,5,33,60,SAN MARTÍN DEL REY AURELIO,5,,0,,,0,263,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.598678 43.257441),32
35142,2005331164,8.0,2005-04-29,43.291788,-5.635049,1,5,33,60,SAN MARTÍN DEL REY AURELIO,5,,0,,,0,216,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.635049 43.291788),32
35171,2005331202,1.5,2005-03-30,43.459297,-5.550936,1,5,33,76,VILLAVICIOSA,5,,0,,,112,124,2,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.550936 43.459297),32
35172,2005331203,3.0,2005-04-03,43.493446,-5.55063,1,5,33,76,VILLAVICIOSA,5,,0,,,0,169,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.55063 43.493446),32
35184,2005331218,35.0,2005-05-01,43.320186,-5.216253,1,5,33,45,PARRES,5,,0,,,0,69,8,2,,29195.0,2005,5,Asturias,Menos_de_24h,2,POINT (-5.216253 43.320186),32
35185,2005331220,1.5,2005-05-01,43.203787,-5.46776,1,5,33,67,SOBRESCOBIO,5,,0,,,0,146,6,2,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.46776 43.203787),32
35191,2005331228,1.5,2005-05-02,43.38039,-4.608345,1,5,33,36,LLANES,5,,0,,,0,114,3,1,,7664.0,2005,5,Asturias,Menos_de_24h,2,POINT (-4.608345 43.38039),32
35193,2005331230,10.0,2005-05-02,43.272976,-5.602124,1,5,33,60,SAN MARTÍN DEL REY AURELIO,5,,0,,,1504,1515,6,1,,2280.0,2005,5,Asturias,Entre_1dia_y_1semana,2,POINT (-5.602124 43.272976),32
35194,2005331231,8.0,2005-05-02,43.116315,-5.654887,1,5,33,2,ALLER,5,,0,,,235,292,3,1,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.654887 43.116315),32
35198,2005331237,2.0,2005-05-02,43.320186,-5.216253,1,5,33,45,PARRES,5,,0,,,0,117,3,1,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.216253 43.320186),32
35199,2005331242,4.0,2005-05-03,43.265063,-5.550125,1,5,33,32,LAVIANA,5,,0,,,0,128,5,0,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.550125 43.265063),32
35200,2005331244,2.0,2005-05-03,43.429937,-5.4055,1,5,33,9,CABRANES,5,,0,,,96,106,5,3,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.4055 43.429937),32
35202,2005331249,1.2,2005-05-05,43.534542,-5.542017,1,5,33,76,VILLAVICIOSA,5,,0,,,0,138,3,1,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.542017 43.534542),32
35203,2005331250,1.2,2005-05-05,43.487896,-5.632596,1,5,33,24,GIJÓN,5,,0,,,0,134,4,1,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.632596 43.487896),32
35207,2005331255,2.0,2005-05-08,43.381283,-5.115794,1,5,33,12,CANGAS DE ONÍS,5,,0,,,171,188,3,1,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.115794 43.381283),32
35208,2005331256,2.0,2005-05-08,43.317504,-5.12559,1,5,33,12,CANGAS DE ONÍS,5,,0,,,0,181,4,0,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.12559 43.317504),32
35210,2005331261,1.0,2005-05-21,43.38039,-4.608345,1,5,33,36,LLANES,5,,0,,,0,164,4,0,,,2005,5,Asturias,Menos_de_24h,2,POINT (-4.608345 43.38039),32
35213,2005331269,2.0,2005-05-24,43.381283,-5.115794,1,5,33,12,CANGAS DE ONÍS,5,,0,,,0,79,4,1,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.115794 43.381283),32
35216,2005331274,4.5,2005-05-26,43.438588,-4.840881,1,5,33,36,LLANES,5,,0,,,160,212,7,1,,,2005,5,Asturias,Menos_de_24h,2,POINT (-4.840881 43.438588),32
35219,2005331278,5.0,2005-05-27,43.326632,-5.70143,1,5,33,31,LANGREO,5,,0,,,0,218,7,2,,,2005,5,Asturias,Menos_de_24h,2,POINT (-5.70143 43.326632),32
35344,2005331593,9.0,2005-08-07,43.1,-5.519114,1,5,33,2,ALLER,5,,0,,,542,562,8,1,,,2005,8,Asturias,Menos_de_24h,3,POINT (-5.519114 43.1),32
41290,2006330008,1.5,2006-01-24,43.160983,-5.828454,1,5,33,33,LENA,5,,0,,,0,46,2,1,,,2006,1,Asturias,Menos_de_24h,,POINT (-5.828454 43.160983),32
41292,2006330010,4.0,2006-01-24,43.031274,-5.772679,1,5,33,33,LENA,5,,0,,,0,355,6,1,,,2006,1,Asturias,Menos_de_24h,,POINT (-5.772679 43.031274),32
41297,2006330017,3.0,2006-01-25,43.304564,-6.599467,1,5,33,73,TINEO,5,,0,,,0,42,6,0,,,2006,1,Asturias,Menos_de_24h,,POINT (-6.599467 43.304564),32
41299,2006330019,6.0,2006-01-25,43.030032,-6.456545,1,5,33,11,CANGAS DEL NARCEA,5,,0,,,136,220,8,2,,,2006,1,Asturias,Menos_de_24h,,POINT (-6.456545 43.030032),32
41304,2006330030,1.0,2006-01-26,43.444367,-6.941472,1,5,33,17,CASTROPOL,5,,0,,,119,128,3,1,,,2006,1,Asturias,Menos_de_24h,,POINT (-6.941472 43.444367),32
41308,2006330037,36.0,2006-02-03,43.287003,-6.756999,1,5,33,1,ALLANDE,5,,0,,,30,600,9,1,,,2006,2,Asturias,Menos_de_24h,1,POINT (-6.756999 43.287003),32
41309,2006330038,1.5,2006-02-03,43.363889,-6.653042,1,5,33,73,TINEO,5,,0,,,0,147,6,3,,,2006,2,Asturias,Menos_de_24h,1,POINT (-6.653042 43.363889),32
41313,2006330048,4.8,2006-02-06,43.094875,-6.253577,1,5,33,68,SOMIEDO,5,,0,,,147,165,9,2,,,2006,2,Asturias,Menos_de_24h,1,POINT (-6.253577 43.094875),32
41315,2006330050,1.0,2006-02-07,43.289514,-5.892191,1,5,33,38,MORCÍN,5,,0,,,194,256,1,1,,,2006,2,Asturias,Menos_de_24h,1,POINT (-5.892191 43.289514),32
41317,2006330052,1.0,2006-02-07,43.320906,-5.069744,1,5,33,12,CANGAS DE ONÍS,5,,0,,,112,131,4,1,,,2006,2,Asturias,Menos_de_24h,1,POINT (-5.069744 43.320906),32
41334,2006330079,1.7,2006-02-06,43.199669,-5.778304,1,5,33,37,MIERES,5,,0,,,0,200,3,2,,406.0,2006,2,Asturias,Menos_de_24h,1,POINT (-5.778304 43.199669),32
41664,2006330586,3.0,2006-03-26,43.373907,-4.65008,1,5,33,36,LLANES,5,,0,,,0,231,4,0,,,2006,3,Asturias,Menos_de_24h,1,POINT (-4.65008 43.373907),32
41745,2006330688,2.0,2006-03-27,43.372947,-5.047457,1,5,33,12,CANGAS DE ONÍS,5,,0,,,169,199,4,1,,,2006,3,Asturias,Menos_de_24h,1,POINT (-5.047457 43.372947),32
41838,2006330819,84.0,2006-03-31,43.418908,-6.550431,1,5,33,73,TINEO,5,,0,,,717,877,77,10,,,2006,3,Asturias,Menos_de_24h,1,POINT (-6.550431 43.418908),32
42029,2006331155,4.0,2006-04-02,43.334439,-4.823311,1,5,33,8,CABRALES,5,,0,,,268,314,12,1,,,2006,4,Asturias,Menos_de_24h,2,POINT (-4.823311 43.334439),32
42097,2006331344,3.0,2006-07-22,43.577209,-5.945826,1,5,33,16,CASTRILLÓN,5,,0,,,303,366,24,4,,4610.0,2006,7,Asturias,Menos_de_24h,3,POINT (-5.945826 43.577209),32
42143,2006331520,3.0,2006-08-29,43.425384,-6.159935,1,5,33,59,SALAS,5,,0,,,251,363,35,5,,683.0,2006,8,Asturias,Menos_de_24h,3,POINT (-6.159935 43.425384),32
42155,2006331543,1.0,2006-08-31,43.379918,-5.088663,1,5,33,12,CANGAS DE ONÍS,5,,0,,,0,90,4,1,,,2006,8,Asturias,Menos_de_24h,3,POINT (-5.088663 43.379918),32
42227,2006331735,1.5,2006-09-03,43.474596,-6.352948,1,5,33,34,VALDÉS,5,,0,,,475,482,23,4,,,2006,9,Asturias,Menos_de_24h,3,POINT (-6.352948 43.474596),32
42233,2006331774,1.5,2006-10-26,43.483048,-5.350282,1,5,33,76,VILLAVICIOSA,5,,0,,,84,89,2,1,,,2006,10,Asturias,Menos_de_24h,4,POINT (-5.350282 43.483048),32
42259,2006331862,1.0,2006-12-01,43.189832,-5.822613,1,5,33,33,LENA,5,,0,,,0,83,8,3,,,2006,12,Asturias,Menos_de_24h,4,POINT (-5.822613 43.189832),32
44934,2007270251,1.0,2007-10-02,42.991069,-6.907263,1,3,27,34,NAVIA DE SUARNA,5,,0,,,155,260,20,3,,0.0,2007,10,Lugo,Menos_de_24h,4,POINT (-6.907263 42.991069),32
45683,2007330024,2.0,2007-01-03,43.469684,-5.329724,1,5,33,19,COLUNGA,5,,0,,,0,202,3,2,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.329724 43.469684),32
45688,2007330035,1.0,2007-01-05,43.154637,-5.582139,1,5,33,2,ALLER,5,,0,,,0,119,3,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.582139 43.154637),32
45691,2007330041,1.5,2007-01-06,43.106398,-5.500832,1,5,33,2,ALLER,5,,0,,,0,228,4,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.500832 43.106398),32
45692,2007330042,2.0,2007-01-06,43.272492,-5.776897,1,5,33,37,MIERES,5,,0,,,188,222,6,2,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.776897 43.272492),32
45693,2007330043,1.5,2007-01-06,43.187665,-5.847173,1,5,33,33,LENA,5,,0,,,0,54,7,3,,536.0,2007,1,Asturias,Menos_de_24h,,POINT (-5.847173 43.187665),32
45695,2007330046,1.0,2007-01-06,43.308253,-5.610472,1,5,33,60,SAN MARTÍN DEL REY AURELIO,5,,0,,,0,44,4,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.610472 43.308253),32
45703,2007330070,5.0,2007-01-12,43.265451,-5.524907,1,5,33,32,LAVIANA,5,,0,,,0,292,3,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.524907 43.265451),32
45704,2007330072,2.0,2007-01-12,43.029987,-5.913902,1,5,33,33,LENA,5,,0,,,0,155,4,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.913902 43.029987),32
45723,2007330121,20.0,2007-01-18,43.132998,-5.813836,1,5,33,33,LENA,5,,0,,,285,285,11,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.813836 43.132998),32
45724,2007330122,2.0,2007-01-18,43.306794,-5.865689,1,5,33,57,RIBERA DE ARRIBA,5,,0,,,148,148,2,0,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.865689 43.306794),32
45727,2007330125,2.0,2007-01-10,43.265525,-5.779032,1,5,33,37,MIERES,5,,0,,,100,240,5,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.779032 43.265525),32
45730,2007330131,1.0,2007-01-18,43.257736,-5.792364,1,5,33,37,MIERES,5,,0,,,181,181,2,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.792364 43.257736),32
45734,2007330143,1.0,2007-01-18,43.360843,-5.446107,1,5,33,40,NAVA,5,,0,,,100,113,4,2,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.446107 43.360843),32
45737,2007330151,5.0,2007-01-19,43.107746,-5.799332,1,5,33,33,LENA,5,,0,,,0,256,9,3,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.799332 43.107746),32
45738,2007330153,1.5,2007-01-19,43.122401,-5.569768,1,5,33,2,ALLER,5,,0,,,0,191,4,2,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.569768 43.122401),32
45739,2007330154,2.0,2007-01-19,43.170183,-5.736419,1,5,33,2,ALLER,5,,0,,,0,690,18,4,,543.0,2007,1,Asturias,Menos_de_24h,,POINT (-5.736419 43.170183),32
45747,2007330175,10.0,2007-01-20,43.223036,-5.532106,1,5,33,32,LAVIANA,5,,0,,,180,190,9,2,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.532106 43.223036),32
45752,2007330186,1.0,2007-01-20,43.238001,-5.896168,1,5,33,58,RIOSA,5,,0,,,0,65,5,1,,,2007,1,Asturias,Menos_de_24h,,POINT (-5.896168 43.238001),32
45754,2007330202,1.7,2007-02-10,43.306794,-5.865689,1,5,33,57,RIBERA DE ARRIBA,5,,0,,,0,68,0,0,,,2007,2,Asturias,Menos_de_24h,1,POINT (-5.865689 43.306794),32
45756,2007330207,4.0,2007-02-11,43.203635,-5.782226,1,5,33,33,LENA,5,,0,,,293,304,3,1,,,2007,2,Asturias,Menos_de_24h,1,POINT (-5.782226 43.203635),32
45757,2007330209,1.0,2007-02-12,43.220165,-5.667074,1,5,33,37,MIERES,5,,0,,,0,83,0,0,,,2007,2,Asturias,Menos_de_24h,1,POINT (-5.667074 43.220165),32
45760,2007330217,1.5,2007-02-14,43.19079,-5.385634,1,5,33,15,CASO,5,,0,,,113,121,3,1,,,2007,2,Asturias,Menos_de_24h,1,POINT (-5.385634 43.19079),32
45770,2007330234,3.0,2007-02-15,43.338027,-4.534813,1,5,33,47,PEÑAMELLERA BAJA,5,,0,,,0,328,4,2,,,2007,2,Asturias,Menos_de_24h,1,POINT (-4.534813 43.338027),32
45772,2007330236,1.5,2007-02-15,43.394199,-5.046295,1,5,33,12,CANGAS DE ONÍS,5,,0,,,96,140,4,2,,,2007,2,Asturias,Menos_de_24h,1,POINT (-5.046295 43.394199),32
45773,2007330237,1.5,2007-02-15,43.343275,-5.342116,1,5,33,49,PILOÑA,5,,0,,,0,63,3,1,,1065.0,2007,2,Asturias,Menos_de_24h,1,POINT (-5.342116 43.343275),32
45774,2007330238,1.5,2007-02-15,43.302005,-5.883155,1,5,33,38,MORCÍN,5,,0,,,91,104,4,1,,536.0,2007,2,Asturias,Menos_de_24h,1,POINT (-5.883155 43.302005),32
45775,2007330244,2.0,2007-02-16,43.419465,-4.921212,1,5,33,36,LLANES,5,,0,,,0,247,4,2,,,2007,2,Asturias,Menos_de_24h,1,POINT (-4.921212 43.419465),32
45776,2007330246,1.0,2007-02-16,43.203787,-5.46776,1,5,33,67,SOBRESCOBIO,5,,0,,,0,29,0,0,,,2007,2,Asturias,Menos_de_24h,1,POINT (-5.46776 43.203787),32
45777,2007330249,1.5,2007-02-16,43.394291,-5.661368,1,5,33,66,SIERO,5,,0,,,0,121,3,1,,810.0,2007,2,Asturias,Menos_de_24h,1,POINT (-5.661368 43.394291),32
45778,2007330251,1.0,2007-02-16,43.452088,-5.110587,1,5,33,56,RIBADESELLA,5,,0,,,0,574,4,1,,68.0,2007,2,Asturias,Menos_de_24h,1,POINT (-5.110587 43.452088),32
