,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right
57818,2010150648,2.78,2010-08-17,42.796811,-8.599922,1,3,15,82,TEO,5,,0,,,114,198,18,5,,,2010,8,"Coruña, A",Menos_de_24h,3,POINT (-8.599922 42.796811),14
57825,2010150670,1.66,2010-08-19,42.900071,-8.302258,1,3,15,66,"PINO, O",5,,0,,,80,285,16,4,,3547.0,2010,8,"Coruña, A",Menos_de_24h,3,POINT (-8.302258 42.900071),14
57827,2010150693,1.08,2010-08-21,42.975601,-8.779312,1,3,15,7,"BAÑA, A",5,,0,,,59,205,26,5,,2042.0,2010,8,"Coruña, A",Menos_de_24h,3,POINT (-8.779312 42.975601),14
57840,2010150757,3.4,2010-08-31,42.777878,-9.111392,1,3,15,20,CARNOTA,5,,0,,,214,490,44,6,,8182.0,2010,8,"Coruña, A",Menos_de_24h,3,POINT (-9.111392 42.777878),14
57848,2010150815,1.55,2010-09-04,43.12815,-8.31419,1,3,15,47,MESÍA,5,,0,,,75,225,13,2,,74.0,2010,9,"Coruña, A",Menos_de_24h,3,POINT (-8.31419 43.12815),14
57860,2010150892,2.78,2010-09-18,43.46068,-7.857029,1,3,15,70,"PONTES DE GARCIA RODRIGUEZ, AS",5,,0,,,124,286,15,4,,,2010,9,"Coruña, A",Menos_de_24h,3,POINT (-7.857029 43.46068),14
57869,2010150941,1.08,2010-09-27,42.548224,-9.018477,1,3,15,73,RIBEIRA,5,,0,,,93,196,14,0,,,2010,9,"Coruña, A",Menos_de_24h,3,POINT (-9.018477 42.548224),14
57870,2010150954,1.04,2010-09-28,43.118745,-8.820113,1,3,15,29,CORISTANCO,5,,0,,,134,317,10,2,,153.0,2010,9,"Coruña, A",Menos_de_24h,3,POINT (-8.820113 43.118745),14
57875,2010150980,2.51,2010-10-18,43.507601,-8.262083,1,3,15,36,FERROL,5,,0,,,159,226,7,3,,223.0,2010,10,"Coruña, A",Menos_de_24h,4,POINT (-8.262083 43.507601),14
61897,2011150079,2.0,2011-03-11,43.007055,-7.999292,1,3,15,80,SOBRADO,5,,0,,,80,164,10,1,,519.0,2011,3,"Coruña, A",Menos_de_24h,1,POINT (-7.999292 43.007055),14
61898,2011150080,5.1,2011-03-11,43.157281,-8.519165,1,3,15,24,CERCEDA,5,,0,,,149,209,9,2,,0.0,2011,3,"Coruña, A",Menos_de_24h,1,POINT (-8.519165 43.157281),14
61900,2011150089,8.63,2011-03-21,43.044137,-8.623303,1,3,15,88,VAL DO DUBRA,5,,0,,,106,235,22,3,,6064.0,2011,3,"Coruña, A",Menos_de_24h,1,POINT (-8.623303 43.044137),14
61918,2011150139,2.08,2011-04-06,43.260927,-8.18677,1,3,15,63,OZA DOS RÍOS,5,,0,,,200,317,8,1,,4186.0,2011,4,"Coruña, A",Menos_de_24h,2,POINT (-8.18677 43.260927),14
61919,2011150142,18.79,2011-04-07,43.129605,-7.985309,1,3,15,32,CURTIS,5,,0,,,192,223,14,1,,0.0,2011,4,"Coruña, A",Menos_de_24h,2,POINT (-7.985309 43.129605),14
61925,2011150156,3.05,2011-04-08,43.548459,-7.978458,1,3,15,49,MOECHE,5,,0,,,151,208,14,1,,13626.0,2011,4,"Coruña, A",Menos_de_24h,2,POINT (-7.978458 43.548459),14
61931,2011150170,4.63,2011-04-09,43.238702,-7.995017,1,3,15,3,ARANGA,5,,0,,,162,177,9,3,,0.0,2011,4,"Coruña, A",Menos_de_24h,2,POINT (-7.995017 43.238702),14
61946,2011150202,3.82,2011-04-15,43.063346,-8.12125,1,3,15,90,VILASANTAR,5,,0,,,129,264,15,3,,33694.0,2011,4,"Coruña, A",Menos_de_24h,2,POINT (-8.12125 43.063346),14
61956,2011150239,89.47,2011-04-26,43.337569,-8.008154,1,3,15,50,MONFERO,5,,0,,,1007,1557,60,2,,161428.0,2011,4,"Coruña, A",Entre_1dia_y_1semana,2,POINT (-8.008154 43.337569),14
61967,2011150283,2.2,2011-05-19,43.011481,-8.414492,1,3,15,60,OROSO,5,,0,,,118,196,10,3,,6417.0,2011,5,"Coruña, A",Menos_de_24h,2,POINT (-8.414492 43.011481),14
61995,2011150425,3.52,2011-06-22,43.192356,-8.768417,1,3,15,29,CORISTANCO,5,,0,,,204,264,16,4,,10788.0,2011,6,"Coruña, A",Menos_de_24h,2,POINT (-8.768417 43.192356),14
62012,2011150480,102.52,2011-06-25,42.703137,-8.860354,1,3,15,11,BOIRO,5,,0,,,3255,4199,91,15,,194452.0,2011,6,"Coruña, A",Entre_1dia_y_1semana,2,POINT (-8.860354 42.703137),14
62043,2011150578,1.4,2011-06-30,43.459961,-8.171635,1,3,15,35,FENE,5,,0,,,195,255,6,1,,2228.0,2011,6,"Coruña, A",Menos_de_24h,2,POINT (-8.171635 43.459961),14
62060,2011150633,5.3,2011-07-04,42.905108,-8.581901,1,3,15,78,SANTIAGO DE COMPOSTELA,5,,0,,,239,757,24,4,,0.0,2011,7,"Coruña, A",Menos_de_24h,3,POINT (-8.581901 42.905108),14
62061,2011150639,1.03,2011-07-04,43.197898,-8.34594,1,3,15,21,CARRAL,5,,0,,,162,343,11,2,,3715.0,2011,7,"Coruña, A",Menos_de_24h,3,POINT (-8.34594 43.197898),14
62066,2011150687,1.13,2011-07-14,43.027701,-8.829561,1,3,15,77,SANTA COMBA,5,,0,,,34,66,14,1,,0.0,2011,7,"Coruña, A",Menos_de_24h,3,POINT (-8.829561 43.027701),14
62067,2011150699,12.63,2011-07-22,43.374522,-8.44266,1,3,15,30,"CORUÑA, A",5,,0,,,338,711,112,6,,426.0,2011,7,"Coruña, A",Menos_de_24h,3,POINT (-8.44266 43.374522),14
62074,2011150765,3.22,2011-07-31,42.814107,-8.528144,1,3,15,82,TEO,5,,0,,,112,262,18,4,,11396.0,2011,7,"Coruña, A",Menos_de_24h,3,POINT (-8.528144 42.814107),14
62077,2011150818,1.65,2011-08-10,42.984458,-7.933156,1,3,15,83,TOQUES,5,,0,,,88,310,23,3,,0.0,2011,8,"Coruña, A",Menos_de_24h,3,POINT (-7.933156 42.984458),14
62079,2011150843,4.67,2011-08-12,42.524094,-9.032995,1,3,15,73,RIBEIRA,5,,0,,,101,258,41,7,,18863.0,2011,8,"Coruña, A",Menos_de_24h,3,POINT (-9.032995 42.524094),14
62084,2011150879,2.0,2011-08-20,43.106955,-8.625806,1,3,15,84,TORDOIA,5,,0,,,168,260,21,3,,1483.0,2011,8,"Coruña, A",Menos_de_24h,3,POINT (-8.625806 43.106955),14
62095,2011150963,1.09,2011-09-29,43.403548,-7.843593,1,3,15,70,"PONTES DE GARCIA RODRIGUEZ, AS",5,,0,,,52,152,6,1,,0.0,2011,9,"Coruña, A",Menos_de_24h,3,POINT (-7.843593 43.403548),14
67439,2012150034,2.17,2012-02-22,43.079363,-8.576517,1,3,15,84,TORDOIA,5,,0,,,91,274,7,2,,16.0,2012,2,"Coruña, A",Menos_de_24h,1,POINT (-8.576517 43.079363),14
67446,2012150049,1.25,2012-02-24,43.552428,-8.235266,1,3,15,36,FERROL,5,,0,,,92,224,16,1,,2348.0,2012,2,"Coruña, A",Menos_de_24h,1,POINT (-8.235266 43.552428),14
67462,2012150089,10.2,2012-02-29,43.107394,-8.209502,1,3,15,47,MESÍA,5,,0,,,155,210,13,2,,11708.0,2012,2,"Coruña, A",Menos_de_24h,1,POINT (-8.209502 43.107394),14
67468,2012150109,2.16,2012-03-02,43.00353,-7.997902,1,3,15,80,SOBRADO,5,,0,,,130,172,7,1,,571.0,2012,3,"Coruña, A",Menos_de_24h,1,POINT (-7.997902 43.00353),14
67484,2012150156,1.09,2012-03-11,43.404564,-8.197744,1,3,15,69,PONTEDEUME,5,,0,,,139,244,11,2,,1937.0,2012,3,"Coruña, A",Menos_de_24h,1,POINT (-8.197744 43.404564),14
67506,2012150215,2.39,2012-03-23,43.10551,-8.101832,1,3,15,32,CURTIS,5,,0,,,145,155,11,1,,12266.0,2012,3,"Coruña, A",Menos_de_24h,1,POINT (-8.101832 43.10551),14
67539,2012150302,1.03,2012-03-30,42.98425,-8.309586,1,3,15,66,"PINO, O",5,,0,,,112,120,8,1,,4592.0,2012,3,"Coruña, A",Menos_de_24h,1,POINT (-8.309586 42.98425),14
67560,2012150336,1.62,2012-04-01,42.86123,-8.644712,1,3,15,2,AMES,5,,0,,,88,139,16,2,,1110.0,2012,4,"Coruña, A",Menos_de_24h,2,POINT (-8.644712 42.86123),14
67615,2012150668,1.12,2012-09-10,43.265229,-8.974075,1,3,15,68,PONTECESO,5,,0,,,70,128,18,3,,0.0,2012,9,"Coruña, A",Menos_de_24h,3,POINT (-8.974075 43.265229),14
72811,2013150071,1.08,2013-05-10,43.221997,-8.616644,1,3,15,41,"LARACHA, A",5,,0,,,95,140,8,2,,,2013,5,"Coruña, A",Menos_de_24h,2,POINT (-8.616644 43.221997),14
72820,2013150111,2.35,2013-06-26,43.001588,-8.396268,1,3,15,59,ORDES,5,,0,,,117,191,20,3,,,2013,6,"Coruña, A",Menos_de_24h,2,POINT (-8.396268 43.001588),14
72840,2013150322,1.26,2013-08-14,43.4647,-8.17696,1,3,15,35,FENE,5,,0,,,191,284,32,7,,508.0,2013,8,"Coruña, A",Menos_de_24h,3,POINT (-8.17696 43.4647),14
72890,2013150579,1.98,2013-09-01,43.532175,-8.003485,1,3,15,49,MOECHE,5,,0,,,104,207,39,8,,,2013,9,"Coruña, A",Menos_de_24h,3,POINT (-8.003485 43.532175),14
72897,2013150615,30.97,2013-09-03,43.14039,-8.11395,1,3,15,32,CURTIS,5,,0,,,388,556,49,15,,11894.0,2013,9,"Coruña, A",Menos_de_24h,3,POINT (-8.11395 43.14039),14
72903,2013150640,5.94,2013-09-04,42.925891,-8.850514,1,3,15,56,NEGREIRA,5,,0,,,340,435,34,12,,,2013,9,"Coruña, A",Menos_de_24h,3,POINT (-8.850514 42.925891),14
72956,2013150917,3.06,2013-10-09,43.555088,-7.833803,1,3,15,70,"PONTES DE GARCIA RODRIGUEZ, AS",5,,0,,,172,350,20,3,,8814.0,2013,10,"Coruña, A",Menos_de_24h,4,POINT (-7.833803 43.555088),14
75867,2014150043,6.73,2014-04-13,43.17547303,-8.81285996,1,3,15,29,CORISTANCO,5,,0,,,201,316,14,5,,14591.0,2014,4,"Coruña, A",Menos_de_24h,2,POINT (-8.81285996 43.17547303),14
75889,2014150145,3.97,2014-06-17,42.60092682,-8.98397003,1,3,15,73,RIBEIRA,5,,0,,,246,382,21,3,,10183.0,2014,6,"Coruña, A",Menos_de_24h,2,POINT (-8.98397003 42.60092682),14
75891,2014150151,3.1,2014-06-17,43.39888505,-8.07082451,1,3,15,50,MONFERO,5,,0,,,147,397,14,5,,7519.0,2014,6,"Coruña, A",Menos_de_24h,2,POINT (-8.07082451 43.39888505),14
75892,2014150161,1.22,2014-06-22,42.85527619,-8.47353397,1,3,15,78,SANTIAGO DE COMPOSTELA,5,,0,,,73,160,20,2,,1030.0,2014,6,"Coruña, A",Menos_de_24h,2,POINT (-8.47353397 42.85527619),14
79234,2015150187,3.51,2015-06-17,43.23375874,-7.98280711,1,3,15,3,ARANGA,5,,0,,,372,517,13,2,,11214.0,2015,6,"Coruña, A",Menos_de_24h,2,POINT (-7.98280711 43.23375874),14
79242,2015150207,2.86,2015-06-21,43.49489786,-7.85535727,1,3,15,70,"PONTES DE GARCIA RODRIGUEZ, AS",5,,0,,,441,481,24,5,,1651.0,2015,6,"Coruña, A",Menos_de_24h,2,POINT (-7.85535727 43.49489786),14
79255,2015150287,2.7,2015-06-30,43.5385265,-8.0007194,1,3,15,49,MOECHE,5,,0,,,171,330,25,4,,9725.0,2015,6,"Coruña, A",Menos_de_24h,2,POINT (-8.0007194 43.5385265),14
79271,2015150406,9.73,2015-07-15,43.04115213,-9.18930943,1,3,15,52,MUXÍA,5,,0,,,341,739,35,8,,24912.0,2015,7,"Coruña, A",Menos_de_24h,3,POINT (-9.18930943 43.04115213),14
79289,2015150490,1.53,2015-07-27,43.53119772,-8.28841576,1,3,15,36,FERROL,5,,0,,,87,264,17,3,,2879.0,2015,7,"Coruña, A",Menos_de_24h,3,POINT (-8.28841576 43.53119772),14
79326,2015150684,3.65,2015-12-19,43.54181651,-8.09634628,1,3,15,54,NARÓN,5,,0,,,122,301,10,2,,15305.0,2015,12,"Coruña, A",Menos_de_24h,4,POINT (-8.09634628 43.54181651),14
16433,2003170070,1.0,2003-07-01,41.841635,2.883164,1,2,17,89,LLAGOSTERA,5,,0,,,20,30,16,5,,,2003,7,Girona,Menos_de_24h,3,POINT (2.883164 41.841635),16
16441,2003170112,81.4,2003-08-07,41.786368,2.702747,1,2,17,103,MAÇANET DE LA SELVA,5,,0,,,370,3250,8,3,,,2003,8,Girona,Entre_1dia_y_1semana,3,POINT (2.702747 41.786368),16
16442,2003170126,1.32,2003-08-11,41.801901,2.806197,1,2,17,213,VIDRERES,5,,0,,,55,855,44,9,,,2003,8,Girona,Menos_de_24h,3,POINT (2.806197 41.801901),16
16452,2003170163,8.17,2003-09-13,42.332474,3.132305,1,2,17,140,"PORT DE LA SELVA, EL",5,,0,,,511,596,23,7,,,2003,9,Girona,Menos_de_24h,3,POINT (3.132305 42.332474),16
23779,2004170094,1.0,2004-10-20,42.307322,3.052173,1,2,17,132,PERALADA,5,,0,,,65,95,11,3,,,2004,10,Girona,Menos_de_24h,4,POINT (3.052173 42.307322),16
30951,2005170012,1.0,2005-01-30,41.98288,2.774263,1,2,17,155,SALT,5,,0,,,47,107,12,2,,,2005,1,Girona,Menos_de_24h,,POINT (2.774263 41.98288),16
39694,2006170084,4.0,2006-06-02,41.905006,3.156377,1,2,17,110,MONT-RAS,5,,0,,,165,2835,53,10,,,2006,6,Girona,Entre_1dia_y_1semana,2,POINT (3.156377 41.905006),16
39705,2006170151,31.73,2006-08-07,42.213991,2.841664,1,2,17,31,CABANELLES,5,,0,,,332,1532,234,78,,,2006,8,Girona,Entre_1dia_y_1semana,3,POINT (2.841664 42.213991),16
39707,2006170163,1.5,2006-08-07,42.218171,3.010905,1,2,17,52,SIURANA,5,,0,,,115,265,25,12,,,2006,8,Girona,Menos_de_24h,3,POINT (3.010905 42.218171),16
39709,2006170166,22.75,2006-08-07,42.183044,2.976992,1,2,17,119,PALAU DE SANTA EULÀLIA,5,,0,,,435,1935,94,25,,,2006,8,Girona,Entre_1dia_y_1semana,3,POINT (2.976992 42.183044),16
44378,2007170024,1.2,2007-05-24,42.063553,3.032997,1,2,17,211,VERGES,5,,0,,,65,2465,8,2,,,2007,5,Girona,Entre_1dia_y_1semana,2,POINT (3.032997 42.063553),16
44379,2007170030,2.2,2007-07-20,41.818111,3.027296,1,2,17,48,CASTELL-PLATJA D' ARO,5,,0,,,120,1710,98,29,,,2007,7,Girona,Entre_1dia_y_1semana,3,POINT (3.027296 41.818111),16
44380,2007170087,1.0,2007-11-29,42.064974,3.038316,1,2,17,211,VERGES,5,,0,,,40,85,7,3,,,2007,11,Girona,Menos_de_24h,4,POINT (3.038316 42.064974),16
47805,2008170004,1.39,2008-01-28,41.981548,2.770284,1,2,17,155,SALT,5,,0,,,75,140,7,2,,,2008,1,Girona,Menos_de_24h,,POINT (2.770284 41.981548),16
57890,2010170106,1.4,2010-03-28,41.880334,2.336168,1,2,17,220,VILADRAU,5,,0,,,70,145,22,6,,,2010,3,Girona,Menos_de_24h,1,POINT (2.336168 41.880334),16
62177,2011170018,30.8,2011-05-23,42.400991,2.963546,1,2,17,158,SANT CLIMENT SESCEBES,5,,0,,,461,2261,35,10,,,2011,5,Girona,Entre_1dia_y_1semana,2,POINT (2.963546 42.400991),16
67700,2012170089,2.5,2012-02-08,42.137023,3.102735,1,2,17,62,"ESCALA, L'",5,,0,,,40,70,14,2,,,2012,2,Girona,Menos_de_24h,1,POINT (3.102735 42.137023),16
67708,2012170123,250.23,2012-08-11,42.432688,1.847689,1,2,17,78,GER,5,,0,,,1716,3089,222,44,,,2012,8,Girona,Entre_1dia_y_1semana,3,POINT (1.847689 42.432688),16
79363,2015170064,1.7,2015-08-05,41.96529967,2.85928515,1,2,17,142,QUART,5,,0,,,97,347,65,18,,,2015,8,Girona,Menos_de_24h,3,POINT (2.85928515 41.96529967),16
1843,2001180029,2.8,2001-05-28,36.720858,-3.446806,1,4,18,140,MOTRIL,5,,0,,,155,206,22,2,,,2001,5,Granada,Menos_de_24h,2,POINT (-3.446806 36.720858),17
1847,2001180060,1.2,2001-06-24,37.312165,-3.839301,1,4,18,102,ILLORA,5,,0,,,110,140,26,3,,,2001,6,Granada,Menos_de_24h,2,POINT (-3.839301 37.312165),17
1858,2001180111,4.0,2001-07-26,37.357262,-3.600733,1,4,18,66,DEIFONTES,5,,0,,,90,180,18,3,,5854.0,2001,7,Granada,Menos_de_24h,3,POINT (-3.600733 37.357262),17
1863,2001180133,14.2,2001-08-09,36.965667,-3.569074,1,4,18,143,NIGÜELAS,5,,0,,,245,995,80,7,,10908.0,2001,8,Granada,Menos_de_24h,3,POINT (-3.569074 36.965667),17
1882,2001180181,7.06,2001-09-16,37.182984,-3.555278,1,4,18,87,GRANADA,5,,0,,,70,100,50,5,,,2001,9,Granada,Menos_de_24h,3,POINT (-3.555278 37.182984),17
1883,2001180185,1.1,2001-09-20,37.248984,-3.739972,1,4,18,158,PINOS PUENTE,5,,0,,,45,180,33,3,,,2001,9,Granada,Menos_de_24h,3,POINT (-3.739972 37.248984),17
8805,2002180002,1.27,2002-01-28,36.929642,-3.881248,1,4,18,20,ARENAS DEL REY,5,,0,,,305,305,30,1,,240.0,2002,1,Granada,Menos_de_24h,,POINT (-3.881248 36.929642),17
8809,2002180018,2.25,2002-04-26,36.862569,-3.842435,1,4,18,13,ALHAMA DE GRANADA,5,,0,,,135,1020,30,1,,252.0,2002,4,Granada,Menos_de_24h,2,POINT (-3.842435 36.862569),17
8811,2002180025,1.37,2002-05-23,36.927778,-3.125769,1,4,18,182,UGIJAR,5,,0,,,360,420,15,0,,,2002,5,Granada,Menos_de_24h,2,POINT (-3.125769 36.927778),17
8815,2002180031,2.45,2002-05-29,37.718652,-2.831355,1,4,18,53,CORTES DE BAZA,5,,0,,,125,367,28,1,,4015.0,2002,5,Granada,Menos_de_24h,2,POINT (-2.831355 37.718652),17
8817,2002180047,13.1,2002-06-15,37.209526,-3.569345,1,4,18,87,GRANADA,5,,0,,,305,1005,53,7,,17868.0,2002,6,Granada,Menos_de_24h,2,POINT (-3.569345 37.209526),17
8837,2002180130,1.0,2002-07-30,37.494487,-3.06981,1,4,18,86,GORAFE,5,,0,,,135,160,30,4,,,2002,7,Granada,Menos_de_24h,3,POINT (-3.06981 37.494487),17
8839,2002180151,33.1,2002-08-09,37.216683,-3.582417,1,4,18,111,JUN,5,,0,,,120,135,35,5,,90.0,2002,8,Granada,Menos_de_24h,3,POINT (-3.582417 37.216683),17
8841,2002180164,1.5,2002-08-13,36.713648,-3.476559,1,4,18,140,MOTRIL,5,,0,,,120,260,32,5,,,2002,8,Granada,Menos_de_24h,3,POINT (-3.476559 36.713648),17
8850,2002180231,1.5,2002-09-13,36.81107,-3.196153,1,4,18,4,ALBONDÓN,5,,0,,,125,165,21,1,,,2002,9,Granada,Menos_de_24h,3,POINT (-3.196153 36.81107),17
8859,2002180264,1.4,2002-11-04,36.801289,-3.60533,1,4,18,133,MOLVIZAR,5,,0,,,120,150,80,7,,541.0,2002,11,Granada,Menos_de_24h,4,POINT (-3.60533 36.801289),17
16462,2003180059,1.1,2003-06-29,36.904443,-3.244704,1,4,18,44,CÁSTARAS,5,,0,,,100,328,40,4,,,2003,6,Granada,Menos_de_24h,2,POINT (-3.244704 36.904443),17
16469,2003180084,9.5,2003-07-12,37.565712,-3.155176,1,4,18,187,VILLANUEVA DE LAS TORRES,5,,0,,,200,260,33,2,,90.0,2003,7,Granada,Menos_de_24h,3,POINT (-3.155176 37.565712),17
16478,2003180114,30.0,2003-08-02,37.018276,-3.911408,1,4,18,13,ALHAMA DE GRANADA,5,,0,,,318,1558,48,8,178.0,1412.0,2003,8,Granada,Entre_1dia_y_1semana,3,POINT (-3.911408 37.018276),17
16480,2003180119,1.0,2003-08-04,37.447828,-3.22029,1,4,18,96,HUÉLAGO,5,,0,,,80,155,16,1,,2194.0,2003,8,Granada,Menos_de_24h,3,POINT (-3.22029 37.447828),17
16482,2003180129,27.55,2003-08-11,36.84499,-3.124455,1,4,18,181,TURÓN,5,,0,,,297,1167,120,13,357.0,36453.0,2003,8,Granada,Menos_de_24h,3,POINT (-3.124455 36.84499),17
16483,2003180150,1.0,2003-08-19,37.506156,-3.401661,1,4,18,2,ALAMEDILLA,5,,0,,,91,166,21,2,,,2003,8,Granada,Menos_de_24h,3,POINT (-3.401661 37.506156),17
16484,2003180151,4.0,2003-08-19,37.413936,-3.229807,1,4,18,96,HUÉLAGO,5,,0,,,55,90,18,2,,2974.0,2003,8,Granada,Menos_de_24h,3,POINT (-3.229807 37.413936),17
16486,2003180155,2.4,2003-08-23,37.231327,-3.124885,1,4,18,5,ALBUÑÁN,5,,0,,,90,510,56,7,,10561.0,2003,8,Granada,Menos_de_24h,3,POINT (-3.124885 37.231327),17
23793,2004180032,2.79,2004-06-29,37.209954,-3.590637,1,4,18,87,GRANADA,5,,0,,,55,130,31,4,,100.0,2004,6,Granada,Menos_de_24h,2,POINT (-3.590637 37.209954),17
23809,2004180114,10.82,2004-08-20,36.784192,-3.36035,1,4,18,170,RUBITE,5,,0,,,313,2053,59,4,,,2004,8,Granada,Entre_1dia_y_1semana,3,POINT (-3.36035 36.784192),17
23814,2004180132,2.0,2004-08-26,37.422623,-3.302889,1,4,18,96,HUÉLAGO,5,,0,,,147,177,24,3,,,2004,8,Granada,Menos_de_24h,3,POINT (-3.302889 37.422623),17
30984,2005180059,2.5,2005-03-20,37.489222,-3.072317,1,4,18,86,GORAFE,5,,0,,,285,330,12,0,,,2005,3,Granada,Menos_de_24h,1,POINT (-3.072317 37.489222),17
31002,2005180123,2.57,2005-05-15,37.437204,-3.162484,1,4,18,76,FONELAS,5,,0,,,203,203,5,1,,,2005,5,Granada,Menos_de_24h,2,POINT (-3.162484 37.437204),17
31007,2005180143,4.0,2005-05-26,37.288614,-3.159693,1,4,18,89,GUADIX,5,,0,,,30,55,27,2,,,2005,5,Granada,Menos_de_24h,2,POINT (-3.159693 37.288614),17
31009,2005180156,4.9,2005-06-15,36.7365,-3.392676,1,4,18,93,GUALCHOS,5,,0,,,160,1216,53,6,,,2005,6,Granada,Menos_de_24h,2,POINT (-3.392676 36.7365),17
31010,2005180158,1.0,2005-06-18,36.88145,-3.322721,1,4,18,179,TORVIZCÓN,5,,0,,,164,164,35,3,,,2005,6,Granada,Menos_de_24h,2,POINT (-3.322721 36.88145),17
31017,2005180181,10.6,2005-06-30,36.955474,-3.139159,1,4,18,35,CÁDIAR,5,,0,,,154,912,62,8,,,2005,6,Granada,Menos_de_24h,2,POINT (-3.139159 36.955474),17
31020,2005180204,1.0,2005-07-22,37.204512,-3.706982,1,4,18,175,SANTA FE,5,,0,,,350,410,22,1,,,2005,7,Granada,Menos_de_24h,3,POINT (-3.706982 37.204512),17
31031,2005180257,3.43,2005-11-18,36.97927,-3.133236,1,4,18,904,ALPUJARRA DE LA SIERRA,5,,0,,,75,300,38,3,,,2005,11,Granada,Menos_de_24h,4,POINT (-3.133236 36.97927),17
39716,2006180027,2.1,2006-05-30,36.980345,-3.880293,1,4,18,20,ARENAS DEL REY,5,,0,,,50,164,26,1,,,2006,5,Granada,Menos_de_24h,2,POINT (-3.880293 36.980345),17
39722,2006180068,2.5,2006-07-10,37.50826,-3.1062,1,4,18,187,VILLANUEVA DE LAS TORRES,5,,0,,,68,113,28,3,,,2006,7,Granada,Menos_de_24h,3,POINT (-3.1062 37.50826),17
39723,2006180070,1.0,2006-07-11,37.231017,-3.670592,1,4,18,3,ALBOLOTE,5,,0,,,85,85,19,2,,,2006,7,Granada,Menos_de_24h,3,POINT (-3.670592 37.231017),17
39733,2006180135,1.37,2006-10-28,36.930997,-3.509742,1,4,18,910,"PINAR, EL",5,,0,,,55,100,4,0,,,2006,10,Granada,Menos_de_24h,4,POINT (-3.509742 36.930997),17
44396,2007180054,18.6,2007-07-03,36.914405,-3.782519,1,4,18,107,JAYENA,5,,0,,3.0,1095,1185,152,23,24488.0,134280.0,2007,7,Granada,Menos_de_24h,3,POINT (-3.782519 36.914405),17
52384,2009180056,1.5,2009-06-19,37.196514,-3.823247,1,4,18,115,LÁCHAR,5,,0,,,155,200,19,1,168.0,22.0,2009,6,Granada,Menos_de_24h,2,POINT (-3.823247 37.196514),17
52388,2009180085,5.16,2009-07-06,36.730566,-3.412054,1,4,18,140,MOTRIL,5,,0,,,168,408,67,10,4259.0,77.0,2009,7,Granada,Menos_de_24h,3,POINT (-3.412054 36.730566),17
52400,2009180139,2.25,2009-09-08,36.945163,-3.372574,1,4,18,151,PAMPANEIRA,5,,0,,,130,1245,84,11,3328.0,48443.0,2009,9,Granada,Menos_de_24h,3,POINT (-3.372574 36.945163),17
57898,2010180056,1.74,2010-07-30,37.169851,-3.547274,1,4,18,87,GRANADA,5,,0,,,70,165,41,9,1879.0,26.0,2010,7,Granada,Menos_de_24h,3,POINT (-3.547274 37.169851),17
62192,2011180026,20.9,2011-07-08,36.981708,-3.8235,1,4,18,107,JAYENA,5,,0,,,192,1132,145,17,10581.0,36691.0,2011,7,Granada,Menos_de_24h,3,POINT (-3.8235 36.981708),17
62193,2011180029,1.52,2011-07-10,37.433758,-3.727963,1,4,18,51,COLOMERA,5,,0,,,220,360,19,5,2170.0,706.0,2011,7,Granada,Menos_de_24h,3,POINT (-3.727963 37.433758),17
62196,2011180044,1.04,2011-07-25,37.446137,-2.70666,1,4,18,39,CANILES,5,,0,,,82,137,24,3,674.0,,2011,7,Granada,Menos_de_24h,3,POINT (-2.70666 37.446137),17
62198,2011180050,1.5,2011-08-01,37.42917,-3.681115,1,4,18,28,BENALÚA DE LAS VILLAS,5,,0,,,125,175,23,2,892.0,11.0,2011,8,Granada,Menos_de_24h,3,POINT (-3.681115 37.42917),17
62204,2011180090,1.0,2011-09-10,37.186012,-3.848887,1,4,18,115,LÁCHAR,5,,0,,,90,95,17,2,437.0,,2011,9,Granada,Menos_de_24h,3,POINT (-3.848887 37.186012),17
62205,2011180092,1.25,2011-09-14,37.003031,-3.107494,1,4,18,183,VÁLOR,5,,0,,2.0,270,940,95,5,3824.0,19.0,2011,9,Granada,Menos_de_24h,3,POINT (-3.107494 37.003031),17
67763,2012180195,1.72,2012-10-05,37.244165,-3.781473,1,4,18,158,PINOS PUENTE,5,,0,,,110,255,10,1,321.0,,2012,10,Granada,Menos_de_24h,4,POINT (-3.781473 37.244165),17
75962,2014180091,33.21,2014-06-30,36.93262768,-3.59348746,1,4,18,902,"VALLE, EL",5,,0,,,326,1096,114,16,13016.0,1737.0,2014,6,Granada,Menos_de_24h,2,POINT (-3.59348746 36.93262768),17
79385,2015180065,2.24,2015-06-29,37.58694104,-2.66043939,1,4,18,56,CÚLLAR,5,,0,,,293,353,18,3,992.0,,2015,6,Granada,Menos_de_24h,2,POINT (-2.66043939 37.58694104),17
79387,2015180072,3.2,2015-07-06,36.95421629,-4.12063244,1,4,18,13,ALHAMA DE GRANADA,5,,0,,,298,858,64,7,4547.0,45.0,2015,7,Granada,Menos_de_24h,3,POINT (-4.12063244 36.95421629),17
2049,2001220019,7.5,2001-06-13,42.068853,-0.691302,1,10,22,14,ALCALÁ DE GURREA,5,,0,,,135,225,51,15,,301.0,2001,6,Huesca,Menos_de_24h,2,POINT (-0.691302 42.068853),21
