,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos
79553,2015240002,3.8,2015-01-06,42.64964364,-6.10682943,17,24,210,VILLAGATON,4,166,166,2015,1,León,Menos_de_24h,,POINT (-6.10682943 42.64964364),23,1,9
79555,2015240005,126.87,2015-01-09,42.31145877,-6.65625835,17,24,16,BENUZA,4,0,1,2015,1,León,Menos_de_24h,,POINT (-6.65625835 42.31145877),23,1,0
79556,2015240006,9.15,2015-01-09,42.33835562,-6.66778265,17,24,16,BENUZA,4,0,17,2015,1,León,Menos_de_24h,,POINT (-6.66778265 42.33835562),23,1,0
79558,2015240009,1.3,2015-01-11,42.67650901,-6.83582159,17,24,171,TRABADELO,2,0,0,2015,1,León,Menos_de_24h,,POINT (-6.83582159 42.67650901),23,0,0
79561,2015240024,7.37,2015-03-06,42.57497271,-6.3930561,17,24,49,CASTROPODAME,4,160,206,2015,3,León,Menos_de_24h,1,POINT (-6.3930561 42.57497271),23,1,14
79572,2015240041,7.8,2015-03-10,42.67782213,-5.79777025,17,24,133,RIOSECO DE TAPIA,4,145,145,2015,3,León,Menos_de_24h,1,POINT (-5.79777025 42.67782213),23,1,3
79576,2015240047,12.7,2015-03-10,42.28760228,-6.67578375,17,24,67,ENCINEDO,4,1075,1331,2015,3,León,Menos_de_24h,1,POINT (-6.67578375 42.28760228),23,1,20
79579,2015240050,1.35,2015-03-11,42.60569836,-6.86827775,17,24,59,CORULLON,4,0,0,2015,3,León,Menos_de_24h,1,POINT (-6.86827775 42.60569836),23,1,0
79585,2015240058,4.37,2015-03-14,42.6382114,-6.18272792,17,24,210,VILLAGATON,4,249,302,2015,3,León,Menos_de_24h,1,POINT (-6.18272792 42.6382114),23,1,10
79591,2015240069,3.7,2015-03-17,42.33900228,-6.66755326,17,24,16,BENUZA,4,101,168,2015,3,León,Menos_de_24h,1,POINT (-6.66755326 42.33900228),23,1,0
79592,2015240070,1.1,2015-03-18,42.57105468,-6.42964655,17,24,49,CASTROPODAME,2,145,160,2015,3,León,Menos_de_24h,1,POINT (-6.42964655 42.57105468),23,0,15
79595,2015240078,5.3,2015-03-21,42.72674587,-6.56894721,17,24,19,BERLANGA DEL BIERZO,2,124,193,2015,3,León,Menos_de_24h,1,POINT (-6.56894721 42.72674587),23,0,14
79607,2015240105,69.0,2015-04-02,42.43465389,-6.47804662,17,24,115,PONFERRADA,4,983,1088,2015,4,León,Menos_de_24h,2,POINT (-6.47804662 42.43465389),23,1,20
79613,2015240113,20.5,2015-04-03,42.31559013,-6.52828038,17,24,43,CASTRILLO DE CABRERA,4,306,306,2015,4,León,Menos_de_24h,2,POINT (-6.52828038 42.31559013),23,1,0
79618,2015240121,1.51,2015-04-04,42.77939117,-6.62709948,17,24,70,FABERO,2,268,268,2015,4,León,Menos_de_24h,2,POINT (-6.62709948 42.77939117),23,0,13
79629,2015240151,1.0,2015-04-22,43.07995911,-4.85554539,17,24,20,BOCA DE HUERGANO,4,230,230,2015,4,León,Menos_de_24h,2,POINT (-4.85554539 43.07995911),23,1,0
79632,2015240163,2.8,2015-05-19,42.29297133,-5.52792288,17,24,188,VALENCIA DE DON JUAN,4,0,0,2015,5,León,Menos_de_24h,2,POINT (-5.52792288 42.29297133),23,1,5
79633,2015240166,2.72,2015-05-20,42.43399417,-5.55106751,17,24,6,ARDON,2,57,102,2015,5,León,Menos_de_24h,2,POINT (-5.55106751 42.43399417),23,0,3
79634,2015240170,2.0,2015-05-22,42.4901633,-5.44095884,17,24,94,MANSILLA DE LAS MULAS,4,54,66,2015,5,León,Menos_de_24h,2,POINT (-5.44095884 42.4901633),23,1,5
79635,2015240171,1.0,2015-05-22,42.29306682,-5.52563424,17,24,188,VALENCIA DE DON JUAN,4,61,67,2015,5,León,Menos_de_24h,2,POINT (-5.52563424 42.29306682),23,1,6
79636,2015240172,1.22,2015-05-23,42.55030069,-6.89311469,17,24,165,SOBRADO,4,143,143,2015,5,León,Menos_de_24h,2,POINT (-6.89311469 42.55030069),23,1,10
79645,2015240205,3.12,2015-06-05,42.87857549,-6.57172168,17,24,112,PERANZANES,1,109,1197,2015,6,León,Menos_de_24h,2,POINT (-6.57172168 42.87857549),23,0,10
79647,2015240210,2.7,2015-06-07,42.84790368,-6.44178355,17,24,109,PALACIOS DEL SIL,1,180,328,2015,6,León,Menos_de_24h,2,POINT (-6.44178355 42.84790368),23,0,8
79648,2015240214,4.3,2015-06-08,42.85311877,-6.48217697,17,24,109,PALACIOS DEL SIL,1,1280,1750,2015,6,León,Entre_1dia_y_1semana,2,POINT (-6.48217697 42.85311877),23,0,11
79649,2015240215,1.0,2015-06-08,42.64807162,-6.7875395,17,24,209,VILLAFRANCA DEL BIERZO,1,209,209,2015,6,León,Menos_de_24h,2,POINT (-6.7875395 42.64807162),23,0,6
79650,2015240218,1.05,2015-06-12,42.83406315,-6.63872846,17,24,112,PERANZANES,4,86,86,2015,6,León,Menos_de_24h,2,POINT (-6.63872846 42.83406315),23,1,9
79651,2015240221,1.0,2015-06-22,42.78679823,-6.33088721,17,24,83,IGUEÑA,1,104,104,2015,6,León,Menos_de_24h,2,POINT (-6.33088721 42.78679823),23,0,7
79652,2015240222,1.0,2015-06-23,42.77188992,-5.76272092,17,24,40,CARROCERA,1,83,106,2015,6,León,Menos_de_24h,2,POINT (-5.76272092 42.77188992),23,0,13
79653,2015240223,113.9,2015-06-26,42.82336831,-6.61909212,17,24,70,FABERO,2,2732,7075,2015,6,León,Entre_1dia_y_1semana,2,POINT (-6.61909212 42.82336831),23,0,103
79659,2015240233,1.15,2015-07-05,42.61472588,-5.64432677,17,24,142,S ANDRES DEL RABANEDO,3,91,91,2015,7,León,Menos_de_24h,3,POINT (-5.64432677 42.61472588),23,0,10
79660,2015240235,12.0,2015-07-07,42.61470283,-5.64415511,17,24,142,S ANDRES DEL RABANEDO,6,277,489,2015,7,León,Menos_de_24h,3,POINT (-5.64415511 42.61470283),23,0,35
79664,2015240240,1.25,2015-07-07,42.55411774,-5.56738225,17,24,89,LEON,4,101,101,2015,7,León,Menos_de_24h,3,POINT (-5.56738225 42.55411774),23,1,7
79673,2015240252,2209.0,2015-07-15,42.67668981,-6.06991997,17,24,123,QUINTANA DEL CASTILLO,6,11741,16374,2015,7,León,Entre_1semana_y_2semanas,3,POINT (-6.06991997 42.67668981),23,0,115
79674,2015240254,1.98,2015-07-17,42.98794224,-6.03997329,17,24,145,S EMILIANO,1,57,887,2015,7,León,Menos_de_24h,3,POINT (-6.03997329 42.98794224),23,0,9
79675,2015240256,5.0,2015-07-18,42.57714812,-7.03939864,17,24,103,OENCIA,1,1715,1715,2015,7,León,Entre_1dia_y_1semana,3,POINT (-7.03939864 42.57714812),23,0,46
79676,2015240258,1.13,2015-07-19,42.82621775,-6.63627379,17,24,112,PERANZANES,4,106,245,2015,7,León,Menos_de_24h,3,POINT (-6.63627379 42.82621775),23,1,12
79678,2015240262,50.74,2015-07-21,42.81638411,-6.09834166,17,24,132,RIELLO,4,876,2636,2015,7,León,Entre_1dia_y_1semana,3,POINT (-6.09834166 42.81638411),23,1,14
79679,2015240264,16.0,2015-07-21,42.3099403,-6.23213102,17,24,91,LUYEGO,1,4680,7856,2015,7,León,Entre_1dia_y_1semana,3,POINT (-6.23213102 42.3099403),23,0,136
79681,2015240266,90.45,2015-07-23,42.90835907,-6.82638894,17,24,36,CANDIN,1,8312,11207,2015,7,León,Entre_1semana_y_2semanas,3,POINT (-6.82638894 42.90835907),23,0,61
79684,2015240279,1113.0,2015-07-26,42.41405937,-6.45220243,17,24,90,LUCILLO,4,3091,6158,2015,7,León,Entre_1dia_y_1semana,3,POINT (-6.45220243 42.41405937),23,1,52
79687,2015240284,2.33,2015-07-27,42.54208693,-5.22476852,17,24,180,VALDEPOLO,3,92,92,2015,7,León,Menos_de_24h,3,POINT (-5.22476852 42.54208693),23,0,9
79689,2015240288,2.4,2015-07-30,42.49559801,-6.44941284,17,24,100,MOLINASECA,2,281,281,2015,7,León,Menos_de_24h,3,POINT (-6.44941284 42.49559801),23,0,48
79690,2015240292,86.64,2015-08-02,42.58085158,-6.5942446,17,24,115,PONFERRADA,4,1705,3065,2015,8,León,Entre_1dia_y_1semana,3,POINT (-6.5942446 42.58085158),23,1,96
79693,2015240300,1.23,2015-08-05,42.93078868,-6.23855827,17,24,202,VILLABLINO,4,144,1636,2015,8,León,Entre_1dia_y_1semana,3,POINT (-6.23855827 42.93078868),23,1,15
79694,2015240302,9.66,2015-08-05,42.57041539,-6.81912044,17,24,59,CORULLON,4,210,2391,2015,8,León,Entre_1dia_y_1semana,3,POINT (-6.81912044 42.57041539),23,1,34
79697,2015240311,2.07,2015-08-07,42.36547802,-6.67729091,17,24,16,BENUZA,4,149,1299,2015,8,León,Menos_de_24h,3,POINT (-6.67729091 42.36547802),23,1,35
79699,2015240314,180.87,2015-08-08,42.62331865,-6.83002599,17,24,171,TRABADELO,4,1186,2913,2015,8,León,Entre_1dia_y_1semana,3,POINT (-6.83002599 42.62331865),23,1,128
79701,2015240317,12.55,2015-08-10,42.57568866,-6.83160116,17,24,59,CORULLON,4,432,1302,2015,8,León,Menos_de_24h,3,POINT (-6.83160116 42.57568866),23,1,9
79703,2015240319,13.19,2015-08-11,42.92134412,-5.64863801,17,24,114,POLA DE GORDON LA,4,1370,4208,2015,8,León,Entre_1dia_y_1semana,3,POINT (-5.64863801 42.92134412),23,1,27
79709,2015240333,2.3,2015-08-20,42.6087918,-6.86626318,17,24,59,CORULLON,4,88,1493,2015,8,León,Entre_1dia_y_1semana,3,POINT (-6.86626318 42.6087918),23,1,30
79714,2015240339,15.1,2015-08-22,42.57190518,-6.84507407,17,24,59,CORULLON,4,175,623,2015,8,León,Menos_de_24h,3,POINT (-6.84507407 42.57190518),23,1,5
79715,2015240340,3.57,2015-08-22,42.8034102,-5.71893914,17,24,40,CARROCERA,4,943,1115,2015,8,León,Menos_de_24h,3,POINT (-5.71893914 42.8034102),23,1,9
79716,2015240344,17.0,2015-08-22,42.98235123,-6.07229506,17,24,145,S EMILIANO,1,465,1739,2015,8,León,Entre_1dia_y_1semana,3,POINT (-6.07229506 42.98235123),23,0,30
79723,2015240368,1.85,2015-08-30,42.52972434,-6.47057631,17,24,100,MOLINASECA,1,169,169,2015,8,León,Menos_de_24h,3,POINT (-6.47057631 42.52972434),23,0,35
79725,2015240386,2.0,2015-09-08,42.53498064,-5.71274773,17,24,65,CHOZAS DE ABAJO,2,96,131,2015,9,León,Menos_de_24h,3,POINT (-5.71274773 42.53498064),23,0,6
79727,2015240388,9.3,2015-09-10,42.17781213,-5.94085424,17,24,46,CASTROCALBON,2,121,228,2015,9,León,Menos_de_24h,3,POINT (-5.94085424 42.17781213),23,0,17
79730,2015240397,15.9,2015-09-12,42.91458386,-6.23050555,17,24,202,VILLABLINO,4,445,497,2015,9,León,Menos_de_24h,3,POINT (-6.23050555 42.91458386),23,1,7
79732,2015240400,1.4,2015-09-20,42.39657905,-5.44527228,17,24,58,CORBILLOS DE LOS OTEROS,4,21,100,2015,9,León,Menos_de_24h,3,POINT (-5.44527228 42.39657905),23,1,15
79734,2015240403,5.77,2015-09-21,42.60851593,-5.43721466,17,24,175,VALDEFRESNO,2,104,119,2015,9,León,Menos_de_24h,3,POINT (-5.43721466 42.60851593),23,0,4
79737,2015240410,17.0,2015-09-25,42.66905059,-6.87464988,17,24,171,TRABADELO,4,166,583,2015,9,León,Menos_de_24h,3,POINT (-6.87464988 42.66905059),23,1,14
79740,2015240413,29.62,2015-09-26,42.80022358,-6.12507127,17,24,132,RIELLO,1,1542,3024,2015,9,León,Entre_1dia_y_1semana,3,POINT (-6.12507127 42.80022358),23,0,23
79741,2015240414,22.09,2015-09-26,42.97332981,-6.39510796,17,24,202,VILLABLINO,4,1359,2799,2015,9,León,Entre_1dia_y_1semana,3,POINT (-6.39510796 42.97332981),23,1,30
79742,2015240416,4.0,2015-09-26,42.78883223,-6.12773734,17,24,132,RIELLO,1,0,1139,2015,9,León,Menos_de_24h,3,POINT (-6.12773734 42.78883223),23,0,0
79758,2015240442,3.2,2015-11-17,42.29240724,-6.61193024,17,24,67,ENCINEDO,2,92,211,2015,11,León,Menos_de_24h,4,POINT (-6.61193024 42.29240724),23,0,4
79760,2015240445,7.97,2015-11-30,42.27694591,-6.68795547,17,24,67,ENCINEDO,4,810,810,2015,11,León,Menos_de_24h,4,POINT (-6.68795547 42.27694591),23,1,1
7076,2002050090,5.0,2002-07-24,40.574912,-5.268422,17,5,246,TORTOLES,2,115,745,2002,7,Ávila,Menos_de_24h,3,POINT (-5.268422 40.574912),4,0,39
7082,2002050102,28.0,2002-08-05,40.828406,-4.602889,17,5,115,MAELLO,3,115,145,2002,8,Ávila,Menos_de_24h,3,POINT (-4.602889 40.828406),4,0,18
7090,2002050121,1.3,2002-08-17,40.302095,-5.007855,17,5,66,CUEVAS DEL VALLE,2,60,150,2002,8,Ávila,Menos_de_24h,3,POINT (-5.007855 40.302095),4,0,73
15540,2003100452,8.0,2003-08-12,40.167325,-5.313865,14,10,111,MADRIGAL DE LA VERA,4,140,1280,2003,8,Cáceres,Menos_de_24h,3,POINT (-5.313865 40.167325),4,1,49
20453,2003370098,2849.0,2003-08-04,40.37167,-5.592903,17,37,999,OTRA PROVINCIA,4,0,4950,2003,8,Salamanca,Entre_1dia_y_1semana,3,POINT (-5.592903 40.37167),4,1,37
21077,2003470016,4.5,2003-07-11,41.13488,-4.95601,17,47,67,FUENTE EL SOL,3,110,550,2003,7,Valladolid,Menos_de_24h,3,POINT (-4.95601 41.13488),4,0,58
21487,2004050020,5.49,2004-03-23,40.394868,-5.646797,17,5,24,BECEDAS,4,175,300,2004,3,Ávila,Menos_de_24h,1,POINT (-5.646797 40.394868),4,1,14
29197,2005050067,4.5,2005-03-10,40.287852,-5.630053,17,5,192,PUERTO CASTILLA,4,105,135,2005,3,Ávila,Menos_de_24h,1,POINT (-5.630053 40.287852),4,1,10
29198,2005050069,1.5,2005-03-11,40.392139,-4.939979,17,5,167,NAVARREVISCA,4,60,75,2005,3,Ávila,Menos_de_24h,1,POINT (-4.939979 40.392139),4,1,2
29200,2005050071,1.0,2005-03-12,40.381444,-4.929895,17,5,160,NAVALOSA,4,90,150,2005,3,Ávila,Menos_de_24h,1,POINT (-4.929895 40.381444),4,1,4
29201,2005050072,13.0,2005-03-13,40.406037,-5.51829,17,5,112,LOSAR DEL BARCO EL,4,180,360,2005,3,Ávila,Menos_de_24h,1,POINT (-5.51829 40.406037),4,1,13
29202,2005050074,10.0,2005-03-15,40.373887,-4.909738,17,5,160,NAVALOSA,4,330,360,2005,3,Ávila,Menos_de_24h,1,POINT (-4.909738 40.373887),4,1,9
29203,2005050075,2.5,2005-03-15,40.402671,-4.944194,17,5,160,NAVALOSA,2,150,210,2005,3,Ávila,Menos_de_24h,1,POINT (-4.944194 40.402671),4,0,11
29205,2005050078,3.0,2005-03-16,40.408978,-5.626116,17,5,24,BECEDAS,4,90,150,2005,3,Ávila,Menos_de_24h,1,POINT (-5.626116 40.408978),4,1,2
29206,2005050079,1.2,2005-03-16,40.366002,-5.41936,17,5,904,SANTIAGO DEL TORMES,2,60,90,2005,3,Ávila,Menos_de_24h,1,POINT (-5.41936 40.366002),4,0,14
29207,2005050081,6.0,2005-03-17,40.406937,-4.982639,17,5,101,HOYOCASERO,4,165,305,2005,3,Ávila,Menos_de_24h,1,POINT (-4.982639 40.406937),4,1,21
29208,2005050082,4.2,2005-03-18,40.304566,-5.611159,17,5,192,PUERTO CASTILLA,4,130,220,2005,3,Ávila,Menos_de_24h,1,POINT (-5.611159 40.304566),4,1,3
29210,2005050085,1.5,2005-03-19,40.332744,-5.399938,17,5,904,SANTIAGO DEL TORMES,2,30,65,2005,3,Ávila,Menos_de_24h,1,POINT (-5.399938 40.332744),4,0,34
29212,2005050089,1.0,2005-03-31,40.515362,-4.652089,17,5,22,BARRACO EL,4,180,195,2005,3,Ávila,Menos_de_24h,1,POINT (-4.652089 40.515362),4,1,4
29213,2005050091,5.0,2005-04-11,40.34615,-4.902091,17,5,233,SERRANILLOS,4,765,855,2005,4,Ávila,Menos_de_24h,2,POINT (-4.902091 40.34615),4,1,2
29214,2005050094,3.0,2005-04-23,40.373642,-5.430457,17,5,7,ALDEANUEVA DE SANTA CRUZ,4,240,300,2005,4,Ávila,Menos_de_24h,2,POINT (-5.430457 40.373642),4,1,19
29217,2005050099,7.05,2005-05-09,40.9571,-4.724082,17,5,242,TIÑOSILLOS,4,150,300,2005,5,Ávila,Menos_de_24h,2,POINT (-4.724082 40.9571),4,1,14
29222,2005050114,1.0,2005-06-15,40.306446,-4.691243,17,5,187,PIEDRALAVES,2,70,310,2005,6,Ávila,Menos_de_24h,2,POINT (-4.691243 40.306446),4,0,32
29224,2005050124,1.2,2005-06-22,40.586706,-4.393331,17,5,168,NAVAS DEL MARQUES LAS,3,60,300,2005,6,Ávila,Menos_de_24h,2,POINT (-4.393331 40.586706),4,0,28
29226,2005050132,5.0,2005-06-23,40.409537,-5.257813,17,5,901,S JUAN DE GREDOS,1,270,1470,2005,6,Ávila,Entre_1dia_y_1semana,2,POINT (-5.257813 40.409537),4,0,16
29227,2005050138,1.0,2005-06-29,40.270883,-4.749219,17,5,54,CASAVIEJA,3,60,205,2005,6,Ávila,Menos_de_24h,2,POINT (-4.749219 40.270883),4,0,37
29229,2005050142,2.0,2005-07-08,40.26601,-5.584828,17,5,85,GIL GARCIA,1,150,315,2005,7,Ávila,Menos_de_24h,3,POINT (-5.584828 40.26601),4,0,26
29231,2005050149,2.1,2005-07-10,40.65708,-4.438821,17,5,902,STA MARIA DEL CUBILLO,2,100,230,2005,7,Ávila,Menos_de_24h,3,POINT (-4.438821 40.65708),4,0,13
29232,2005050160,2.48,2005-07-23,40.661646,-4.73631,17,5,121,MARTIHERRERO,3,41,126,2005,7,Ávila,Menos_de_24h,3,POINT (-4.73631 40.661646),4,0,28
29233,2005050166,14.0,2005-07-29,40.154269,-5.325725,17,5,47,CANDELEDA,3,60,330,2005,7,Ávila,Menos_de_24h,3,POINT (-5.325725 40.154269),4,0,81
29235,2005050176,630.0,2005-08-06,40.311565,-4.87795,17,5,54,CASAVIEJA,4,2765,4230,2005,8,Ávila,Entre_1dia_y_1semana,3,POINT (-4.87795 40.311565),4,1,988
29236,2005050179,29.55,2005-08-09,40.187768,-5.039259,17,5,14,ARENAS DE SAN PEDRO,4,200,665,2005,8,Ávila,Menos_de_24h,3,POINT (-5.039259 40.187768),4,1,212
29238,2005050187,4.5,2005-08-17,40.611575,-4.464193,17,5,161,NAVALPERAL DE PINARES,4,60,300,2005,8,Ávila,Menos_de_24h,3,POINT (-4.464193 40.611575),4,1,19
29239,2005050189,34.25,2005-08-18,40.645701,-5.329191,17,5,903,DIEGO DEL CARPIO,4,100,370,2005,8,Ávila,Menos_de_24h,3,POINT (-5.329191 40.645701),4,1,238
29240,2005050192,6.49,2005-08-22,40.602686,-5.383206,17,5,15,AREVALILLO,2,75,305,2005,8,Ávila,Menos_de_24h,3,POINT (-5.383206 40.602686),4,0,91
29241,2005050193,1.66,2005-08-23,40.322668,-4.586542,17,5,55,CASILLAS,4,125,950,2005,8,Ávila,Menos_de_24h,3,POINT (-4.586542 40.322668),4,1,14
29242,2005050194,1.0,2005-08-24,40.178797,-5.147756,17,5,14,ARENAS DE SAN PEDRO,4,110,170,2005,8,Ávila,Menos_de_24h,3,POINT (-5.147756 40.178797),4,1,19
29243,2005050197,1.57,2005-08-27,40.46048,-4.456755,17,5,102,HOYO DE PINARES EL,4,77,1405,2005,8,Ávila,Menos_de_24h,3,POINT (-4.456755 40.46048),4,1,69
29245,2005050205,12.68,2005-09-05,40.713861,-5.044043,17,5,136,MUÑICO,3,85,145,2005,9,Ávila,Menos_de_24h,3,POINT (-5.044043 40.713861),4,0,58
29246,2005050211,5.0,2005-09-17,40.470649,-4.385067,17,5,57,CEBREROS,1,120,270,2005,9,Ávila,Menos_de_24h,3,POINT (-4.385067 40.470649),4,0,33
29247,2005050213,6.5,2005-09-22,40.733868,-5.218089,17,5,44,CABEZAS DEL VILLAR,3,110,319,2005,9,Ávila,Menos_de_24h,3,POINT (-5.218089 40.733868),4,0,25
29248,2005050214,7.1,2005-09-23,40.401056,-4.948648,17,5,160,NAVALOSA,2,100,280,2005,9,Ávila,Menos_de_24h,3,POINT (-4.948648 40.401056),4,0,54
29250,2005050218,267.0,2005-09-30,40.291997,-5.214121,17,5,901,S JUAN DE GREDOS,4,3010,8740,2005,9,Ávila,Entre_1dia_y_1semana,3,POINT (-5.214121 40.291997),4,1,145
29252,2005050222,1.5,2005-10-07,40.671049,-5.288667,17,5,199,S BARTOLOME DE BEJAR,4,210,390,2005,10,Ávila,Menos_de_24h,4,POINT (-5.288667 40.671049),4,1,80
29255,2005050229,3.1,2005-10-20,40.531013,-4.725177,17,5,195,RIOFRIO,4,290,350,2005,10,Ávila,Menos_de_24h,4,POINT (-4.725177 40.531013),4,1,7
29256,2005050242,2.5,2005-12-20,40.321632,-4.917186,17,5,233,SERRANILLOS,2,210,270,2005,12,Ávila,Menos_de_24h,4,POINT (-4.917186 40.321632),4,0,6
38109,2006050004,16.41,2006-02-02,40.510379,-5.14787,17,5,151,NAVACEPEDILLA DE CORNEJA,4,179,180,2006,2,Ávila,Menos_de_24h,1,POINT (-5.14787 40.510379),4,1,1
38110,2006050006,14.42,2006-02-05,40.283718,-5.659944,17,5,192,PUERTO CASTILLA,4,260,320,2006,2,Ávila,Menos_de_24h,1,POINT (-5.659944 40.283718),4,1,11
38113,2006050013,12.0,2006-03-15,40.323522,-5.231629,17,5,901,S JUAN DE GREDOS,2,195,315,2006,3,Ávila,Menos_de_24h,1,POINT (-5.231629 40.323522),4,0,27
38116,2006050018,89.0,2006-04-04,40.640524,-4.518928,17,5,19,AVILA,4,650,720,2006,4,Ávila,Menos_de_24h,2,POINT (-4.518928 40.640524),4,1,8
38117,2006050019,4.35,2006-04-11,40.288951,-5.077753,17,5,13,ARENAL EL,2,155,215,2006,4,Ávila,Menos_de_24h,2,POINT (-5.077753 40.288951),4,0,92
38118,2006050020,2.0,2006-04-11,40.354357,-4.772853,17,5,41,BURGOHONDO,4,165,285,2006,4,Ávila,Menos_de_24h,2,POINT (-4.772853 40.354357),4,1,3
38120,2006050024,1.3,2006-05-24,40.919438,-4.6647,17,5,219,S PASCUAL,2,115,275,2006,5,Ávila,Menos_de_24h,2,POINT (-4.6647 40.919438),4,0,12
38121,2006050029,110.0,2006-06-06,40.431295,-4.544601,17,5,241,TIEMBLO EL,3,720,1680,2006,6,Ávila,Entre_1dia_y_1semana,2,POINT (-4.544601 40.431295),4,0,105
38122,2006050030,2.0,2006-06-07,40.741159,-4.665528,17,5,128,MINGORRIA,3,230,380,2006,6,Ávila,Menos_de_24h,2,POINT (-4.665528 40.741159),4,0,13
38124,2006050048,1.0,2006-06-22,40.646037,-4.710254,17,5,19,AVILA,3,34,68,2006,6,Ávila,Menos_de_24h,2,POINT (-4.710254 40.646037),4,0,20
38125,2006050050,4.0,2006-06-25,40.462783,-4.480394,17,5,57,CEBREROS,4,220,375,2006,6,Ávila,Menos_de_24h,2,POINT (-4.480394 40.462783),4,1,31
38130,2006050074,1.66,2006-07-13,40.406649,-5.369215,17,5,228,SANTIAGO DEL COLLADO,1,120,1155,2006,7,Ávila,Menos_de_24h,3,POINT (-5.369215 40.406649),4,0,50
38131,2006050079,2.5,2006-07-14,40.804896,-4.728861,17,5,185,PEÑALBA DE AVILA,1,60,120,2006,7,Ávila,Menos_de_24h,3,POINT (-4.728861 40.804896),4,0,73
38132,2006050085,1.0,2006-07-19,40.292539,-4.563672,17,5,240,SOTILLO DE LA ADRADA,1,20,180,2006,7,Ávila,Menos_de_24h,3,POINT (-4.563672 40.292539),4,0,22
38133,2006050087,2.3,2006-07-21,40.405047,-4.786344,17,5,41,BURGOHONDO,2,65,155,2006,7,Ávila,Menos_de_24h,3,POINT (-4.786344 40.405047),4,0,136
38135,2006050090,264.0,2006-07-26,40.688201,-4.843256,17,5,205,SANCHORREJA,3,185,1500,2006,7,Ávila,Entre_1dia_y_1semana,3,POINT (-4.843256 40.688201),4,0,113
38136,2006050101,1.0,2006-08-09,40.467724,-4.396094,17,5,57,CEBREROS,2,60,500,2006,8,Ávila,Menos_de_24h,3,POINT (-4.396094 40.467724),4,0,44
38137,2006050105,648.42,2006-08-14,40.277574,-4.659506,17,5,2,ADRADA LA,3,360,3892,2006,8,Ávila,Entre_1dia_y_1semana,3,POINT (-4.659506 40.277574),4,0,747
38138,2006050106,15.0,2006-08-15,40.753433,-5.107597,17,5,131,MIRUEÑA DE LOS INFANZONES,2,108,288,2006,8,Ávila,Menos_de_24h,3,POINT (-5.107597 40.753433),4,0,91
38139,2006050107,397.29,2006-08-15,40.470548,-4.991834,17,5,157,NAVALACRUZ,2,925,2710,2006,8,Ávila,Entre_1dia_y_1semana,3,POINT (-4.991834 40.470548),4,0,254
38141,2006050109,12.15,2006-08-15,40.30841,-4.821203,17,5,127,MIJARES,3,268,2295,2006,8,Ávila,Entre_1dia_y_1semana,3,POINT (-4.821203 40.30841),4,0,264
38144,2006050120,4.1,2006-09-01,40.376465,-5.526093,17,5,112,LOSAR DEL BARCO EL,2,125,1185,2006,9,Ávila,Menos_de_24h,3,POINT (-5.526093 40.376465),4,0,39
38145,2006050122,550.0,2006-09-01,40.372176,-5.039497,17,5,216,S MARTIN DEL PIMPOLLAR,4,1778,3273,2006,9,Ávila,Entre_1dia_y_1semana,3,POINT (-5.039497 40.372176),4,1,308
38147,2006050125,1016.77,2006-09-03,40.673691,-4.493485,17,5,19,AVILA,4,370,9010,2006,9,Ávila,Entre_1dia_y_1semana,3,POINT (-4.493485 40.673691),4,1,148
38150,2006050129,93.0,2006-09-04,40.271029,-5.144604,17,5,100,HORNILLO EL,4,875,2750,2006,9,Ávila,Entre_1dia_y_1semana,3,POINT (-5.144604 40.271029),4,1,217
38153,2006050138,3.18,2006-09-07,40.380094,-5.284169,17,5,901,S JUAN DE GREDOS,1,100,290,2006,9,Ávila,Menos_de_24h,3,POINT (-5.284169 40.380094),4,0,23
38154,2006050142,46.0,2006-09-07,40.460255,-5.294679,17,5,155,NAVAESCURIAL,1,563,2663,2006,9,Ávila,Entre_1dia_y_1semana,3,POINT (-5.294679 40.460255),4,0,121
38157,2006050161,1.0,2006-09-11,40.314374,-4.638047,17,5,2,ADRADA LA,4,44,254,2006,9,Ávila,Menos_de_24h,3,POINT (-4.638047 40.314374),4,1,32
38158,2006050164,14.8,2006-09-14,40.307783,-4.619872,17,5,2,ADRADA LA,4,460,2560,2006,9,Ávila,Entre_1dia_y_1semana,3,POINT (-4.619872 40.307783),4,1,95
38159,2006050178,2.9,2006-10-07,40.305021,-4.660307,17,5,187,PIEDRALAVES,4,60,270,2006,10,Ávila,Menos_de_24h,4,POINT (-4.660307 40.305021),4,1,63
38160,2006050181,2.63,2006-10-16,40.571804,-5.255134,17,5,246,TORTOLES,4,420,960,2006,10,Ávila,Menos_de_24h,4,POINT (-5.255134 40.571804),4,1,23
38161,2006050182,1.8,2006-10-29,40.496922,-5.124431,17,5,151,NAVACEPEDILLA DE CORNEJA,4,130,160,2006,10,Ávila,Menos_de_24h,4,POINT (-5.124431 40.496922),4,1,2
43710,2007050007,3.6,2007-02-27,40.412387,-4.9224,17,5,160,NAVALOSA,2,165,270,2007,2,Ávila,Menos_de_24h,1,POINT (-4.9224 40.412387),4,0,23
