,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos
50090,2008331334,2.0,2008-04-26,43.268167,-5.411623,5,33,15,CASO,4,0,69,2008,4,Asturias,Menos_de_24h,2,POINT (-5.411623 43.268167),32,1,6
50096,2008331345,8.0,2008-04-26,43.408151,-6.597215,5,33,73,TINEO,2,154,167,2008,4,Asturias,Menos_de_24h,2,POINT (-6.597215 43.408151),32,0,9
50097,2008331346,1.5,2008-04-26,43.431147,-6.585692,5,33,73,TINEO,4,86,107,2008,4,Asturias,Menos_de_24h,2,POINT (-6.585692 43.431147),32,1,5
50098,2008331350,6.0,2008-04-27,43.324754,-4.798071,5,33,8,CABRALES,2,233,293,2008,4,Asturias,Menos_de_24h,2,POINT (-4.798071 43.324754),32,0,12
50099,2008331351,8.18,2008-04-27,43.110651,-6.768257,5,33,11,CANGAS DEL NARCEA,4,226,246,2008,4,Asturias,Menos_de_24h,2,POINT (-6.768257 43.110651),32,1,11
50101,2008331359,2.0,2008-05-01,43.3537,-4.908227,5,33,8,CABRALES,2,172,182,2008,5,Asturias,Menos_de_24h,2,POINT (-4.908227 43.3537),32,0,9
50103,2008331366,2.0,2008-05-01,43.289823,-5.979828,5,33,64,SANTO ADRIANO,2,0,41,2008,5,Asturias,Menos_de_24h,2,POINT (-5.979828 43.289823),32,0,5
50105,2008331373,2.0,2008-05-03,43.302259,-6.110114,5,33,26,GRADO,2,111,135,2008,5,Asturias,Menos_de_24h,2,POINT (-6.110114 43.302259),32,0,4
50109,2008331378,1.5,2008-05-03,43.096513,-5.910963,5,33,53,QUIRÓS,2,0,151,2008,5,Asturias,Menos_de_24h,2,POINT (-5.910963 43.096513),32,0,9
50110,2008331380,2.0,2008-05-04,43.252101,-6.771018,5,33,1,ALLANDE,4,107,118,2008,5,Asturias,Menos_de_24h,2,POINT (-6.771018 43.252101),32,1,5
50111,2008331381,4.0,2008-05-04,43.367154,-5.076549,5,33,12,CANGAS DE ONÍS,4,0,142,2008,5,Asturias,Menos_de_24h,2,POINT (-5.076549 43.367154),32,1,4
50112,2008331382,2.0,2008-05-04,43.303956,-4.893305,5,33,8,CABRALES,4,151,167,2008,5,Asturias,Menos_de_24h,2,POINT (-4.893305 43.303956),32,1,4
50113,2008331392,2.0,2008-05-07,43.235152,-6.859012,5,33,27,GRANDAS DE SALIME,1,74,87,2008,5,Asturias,Menos_de_24h,2,POINT (-6.859012 43.235152),32,0,15
50114,2008331397,1.0,2008-07-01,43.328812,-6.302433,5,33,59,SALAS,3,0,138,2008,7,Asturias,Menos_de_24h,3,POINT (-6.302433 43.328812),32,0,15
50117,2008331431,2.5,2008-08-04,43.48721,-6.368139,5,33,34,VALDÉS,2,250,351,2008,8,Asturias,Menos_de_24h,3,POINT (-6.368139 43.48721),32,0,16
50120,2008331434,15.0,2008-08-05,43.315479,-6.806744,5,33,29,ILLANO,2,0,316,2008,8,Asturias,Menos_de_24h,3,POINT (-6.806744 43.315479),32,0,11
50124,2008331458,1.0,2008-08-10,43.5732,-5.853001,5,33,25,GOZÓN,3,0,182,2008,8,Asturias,Menos_de_24h,3,POINT (-5.853001 43.5732),32,0,3
50126,2008331463,1.0,2008-08-17,43.129872,-5.362843,5,33,15,CASO,4,0,128,2008,8,Asturias,Menos_de_24h,3,POINT (-5.362843 43.129872),32,1,4
50128,2008331466,1.0,2008-08-20,43.126905,-5.366946,5,33,15,CASO,2,0,83,2008,8,Asturias,Menos_de_24h,3,POINT (-5.366946 43.126905),32,0,5
50129,2008331471,5.3,2008-08-23,43.112968,-6.666887,5,33,11,CANGAS DEL NARCEA,2,0,1354,2008,8,Asturias,Menos_de_24h,3,POINT (-6.666887 43.112968),32,0,34
50132,2008331481,2.98,2008-08-27,43.435949,-5.744124,5,33,66,SIERO,4,0,143,2008,8,Asturias,Menos_de_24h,3,POINT (-5.744124 43.435949),32,1,6
50134,2008331486,5.5,2008-08-28,43.195151,-6.635733,5,33,11,CANGAS DEL NARCEA,4,0,1236,2008,8,Asturias,Menos_de_24h,3,POINT (-6.635733 43.195151),32,1,21
50138,2008331492,3.0,2008-08-29,43.319695,-6.946983,5,33,61,SAN MARTÍN DE OSCOS,1,0,730,2008,8,Asturias,Menos_de_24h,3,POINT (-6.946983 43.319695),32,0,23
50139,2008331493,6.0,2008-08-29,43.12671,-5.363779,5,33,15,CASO,4,0,673,2008,8,Asturias,Menos_de_24h,3,POINT (-5.363779 43.12671),32,1,11
50141,2008331497,2.0,2008-08-29,43.409472,-6.645996,5,33,77,VILLAYÓN,1,120,940,2008,8,Asturias,Menos_de_24h,3,POINT (-6.645996 43.409472),32,0,23
50142,2008331508,3.0,2008-01-15,43.34459,-5.770117,5,33,44,OVIEDO,2,0,90,2008,1,Asturias,Menos_de_24h,,POINT (-5.770117 43.34459),32,0,3
50150,2008331539,1.0,2008-05-12,43.317978,-5.066364,5,33,12,CANGAS DE ONÍS,4,0,72,2008,5,Asturias,Menos_de_24h,2,POINT (-5.066364 43.317978),32,1,4
50151,2008331540,1.0,2008-08-07,43.428977,-4.843357,5,33,36,LLANES,2,93,213,2008,8,Asturias,Menos_de_24h,3,POINT (-4.843357 43.428977),32,0,9
50152,2008331543,8.0,2008-09-02,43.178971,-6.646693,5,33,11,CANGAS DEL NARCEA,2,0,348,2008,9,Asturias,Menos_de_24h,3,POINT (-6.646693 43.178971),32,0,8
50158,2008331560,1.0,2008-09-15,43.081337,-5.584768,5,33,2,ALLER,2,0,119,2008,9,Asturias,Menos_de_24h,3,POINT (-5.584768 43.081337),32,0,5
50163,2008331583,2.6,2008-01-10,43.204221,-5.461389,5,33,67,SOBRESCOBIO,4,0,174,2008,1,Asturias,Menos_de_24h,,POINT (-5.461389 43.204221),32,1,0
50166,2008331598,9.8,2008-10-01,43.343488,-6.959259,5,33,75,VILLANUEVA DE OSCOS,6,2560,5624,2008,10,Asturias,Entre_1dia_y_1semana,4,POINT (-6.959259 43.343488),32,0,37
50168,2008331602,1.5,2008-09-24,43.169639,-6.616986,5,33,11,CANGAS DEL NARCEA,2,90,180,2008,9,Asturias,Menos_de_24h,3,POINT (-6.616986 43.169639),32,0,7
50172,2008331608,2.0,2008-09-28,43.125942,-6.641783,5,33,11,CANGAS DEL NARCEA,4,153,293,2008,9,Asturias,Menos_de_24h,3,POINT (-6.641783 43.125942),32,1,18
50174,2008331616,1.0,2008-10-01,42.935256,-6.573842,5,33,22,DEGAÑA,4,74,114,2008,10,Asturias,Menos_de_24h,4,POINT (-6.573842 42.935256),32,1,19
50175,2008331617,10.0,2008-10-01,43.300837,-6.306248,5,33,5,BELMONTE DE MIRANDA,2,470,526,2008,10,Asturias,Menos_de_24h,4,POINT (-6.306248 43.300837),32,0,9
50177,2008331620,2.0,2008-10-06,43.111605,-6.64473,5,33,11,CANGAS DEL NARCEA,2,145,175,2008,10,Asturias,Menos_de_24h,4,POINT (-6.64473 43.111605),32,0,10
50178,2008331623,1.5,2008-10-12,43.417127,-5.550721,5,33,65,SARIEGO,2,103,118,2008,10,Asturias,Menos_de_24h,4,POINT (-5.550721 43.417127),32,0,10
50179,2008331626,9.0,2008-10-14,43.178471,-6.613,5,33,11,CANGAS DEL NARCEA,4,192,217,2008,10,Asturias,Menos_de_24h,4,POINT (-6.613 43.178471),32,1,5
50180,2008331645,2.9,2008-09-24,43.27741,-6.629468,5,33,1,ALLANDE,4,94,139,2008,9,Asturias,Menos_de_24h,3,POINT (-6.629468 43.27741),32,1,26
50181,2008331646,1.0,2008-09-24,43.171559,-6.616222,5,33,11,CANGAS DEL NARCEA,4,72,188,2008,9,Asturias,Menos_de_24h,3,POINT (-6.616222 43.171559),32,1,6
50182,2008331650,2.0,2008-09-27,43.295992,-6.65774,5,33,1,ALLANDE,4,0,248,2008,9,Asturias,Menos_de_24h,3,POINT (-6.65774 43.295992),32,1,10
50183,2008331651,2.0,2008-09-24,43.474317,-6.355668,5,33,34,VALDÉS,4,4486,4633,2008,9,Asturias,Entre_1dia_y_1semana,3,POINT (-6.355668 43.474317),32,1,26
50185,2008331655,1.0,2008-09-27,43.292114,-6.660515,5,33,1,ALLANDE,4,242,252,2008,9,Asturias,Menos_de_24h,3,POINT (-6.660515 43.292114),32,1,5
50187,2008331657,5.0,2008-09-28,43.427194,-4.884764,5,33,36,LLANES,4,0,144,2008,9,Asturias,Menos_de_24h,3,POINT (-4.884764 43.427194),32,1,14
50189,2008331663,5.0,2008-09-29,43.181262,-6.647344,5,33,11,CANGAS DEL NARCEA,4,0,131,2008,9,Asturias,Menos_de_24h,3,POINT (-6.647344 43.181262),32,1,5
50191,2008331679,3.0,2008-10-06,43.046602,-5.649887,5,33,2,ALLER,2,96,121,2008,10,Asturias,Menos_de_24h,4,POINT (-5.649887 43.046602),32,0,5
50193,2008331692,12.0,2008-10-15,43.206694,-6.627902,5,33,1,ALLANDE,4,1077,1215,2008,10,Asturias,Menos_de_24h,4,POINT (-6.627902 43.206694),32,1,24
50194,2008331693,2.0,2008-10-15,43.186744,-6.578223,5,33,11,CANGAS DEL NARCEA,4,201,260,2008,10,Asturias,Menos_de_24h,4,POINT (-6.578223 43.186744),32,1,4
50195,2008331696,3.0,2008-10-17,43.137347,-6.58422,5,33,11,CANGAS DEL NARCEA,2,139,144,2008,10,Asturias,Menos_de_24h,4,POINT (-6.58422 43.137347),32,0,5
50196,2008331697,1.0,2008-10-17,43.097005,-6.60296,5,33,11,CANGAS DEL NARCEA,2,0,22,2008,10,Asturias,Menos_de_24h,4,POINT (-6.60296 43.097005),32,0,5
50198,2008331699,1.5,2008-10-19,43.138365,-6.591508,5,33,11,CANGAS DEL NARCEA,2,0,114,2008,10,Asturias,Menos_de_24h,4,POINT (-6.591508 43.138365),32,0,6
50199,2008331704,1.0,2008-10-20,43.114633,-6.642254,5,33,11,CANGAS DEL NARCEA,2,0,205,2008,10,Asturias,Menos_de_24h,4,POINT (-6.642254 43.114633),32,0,5
50202,2008331714,2.0,2008-11-16,43.398836,-6.584605,5,33,73,TINEO,4,111,151,2008,11,Asturias,Menos_de_24h,4,POINT (-6.584605 43.398836),32,1,5
50203,2008331716,2.0,2008-12-21,43.195836,-5.834323,5,33,33,LENA,2,0,114,2008,12,Asturias,Menos_de_24h,4,POINT (-5.834323 43.195836),32,0,7
50205,2008331720,4.0,2008-12-23,43.334026,-4.738838,5,33,46,PEÑAMELLERA ALTA,2,151,224,2008,12,Asturias,Menos_de_24h,4,POINT (-4.738838 43.334026),32,0,6
50206,2008331721,9.58,2008-12-23,43.128084,-5.973472,5,33,53,QUIRÓS,4,201,221,2008,12,Asturias,Menos_de_24h,4,POINT (-5.973472 43.128084),32,1,5
50209,2008331725,4.0,2008-12-25,43.167118,-5.791318,5,33,33,LENA,2,224,264,2008,12,Asturias,Menos_de_24h,4,POINT (-5.791318 43.167118),32,0,5
50212,2008331734,5.0,2008-12-30,43.224167,-5.712042,5,33,37,MIERES,4,0,178,2008,12,Asturias,Menos_de_24h,4,POINT (-5.712042 43.224167),32,1,0
54245,2009330006,1.0,2009-03-12,43.197754,-5.997384,5,33,53,QUIRÓS,2,104,122,2009,3,Asturias,Menos_de_24h,1,POINT (-5.997384 43.197754),32,0,6
54246,2009330007,107.0,2009-03-17,43.418008,-5.113516,5,33,45,PARRES,4,0,5353,2009,3,Asturias,Entre_1dia_y_1semana,1,POINT (-5.113516 43.418008),32,1,29
54248,2009330014,4.0,2009-01-12,43.305398,-6.736694,5,33,1,ALLANDE,2,107,112,2009,1,Asturias,Menos_de_24h,,POINT (-6.736694 43.305398),32,0,8
54249,2009330016,1.0,2009-01-12,43.295298,-5.656896,5,33,60,SAN MARTÍN DEL REY AURELIO,4,0,81,2009,1,Asturias,Menos_de_24h,,POINT (-5.656896 43.295298),32,1,6
54251,2009330023,2.0,2009-01-17,43.234863,-6.333098,5,33,73,TINEO,4,101,114,2009,1,Asturias,Menos_de_24h,,POINT (-6.333098 43.234863),32,1,5
54252,2009330025,1.73,2009-01-17,43.157893,-6.513561,5,33,11,CANGAS DEL NARCEA,4,194,232,2009,1,Asturias,Menos_de_24h,,POINT (-6.513561 43.157893),32,1,9
54253,2009330026,9.12,2009-01-17,43.22924,-6.362391,5,33,73,TINEO,2,227,294,2009,1,Asturias,Menos_de_24h,,POINT (-6.362391 43.22924),32,0,5
54255,2009330028,5.15,2009-01-18,43.165152,-5.795103,5,33,33,LENA,4,166,199,2009,1,Asturias,Menos_de_24h,,POINT (-5.795103 43.165152),32,1,5
54256,2009330029,12.6,2009-01-18,43.330092,-6.022851,5,33,26,GRADO,4,0,207,2009,1,Asturias,Menos_de_24h,,POINT (-6.022851 43.330092),32,1,15
54257,2009330030,14.4,2009-01-18,43.21944,-5.639329,5,33,37,MIERES,4,525,582,2009,1,Asturias,Menos_de_24h,,POINT (-5.639329 43.21944),32,1,4
54258,2009330031,4.2,2009-01-18,43.257707,-5.988622,5,33,52,PROAZA,4,123,136,2009,1,Asturias,Menos_de_24h,,POINT (-5.988622 43.257707),32,1,7
54262,2009330040,6.34,2009-01-18,43.198671,-5.845605,5,33,33,LENA,4,0,306,2009,1,Asturias,Menos_de_24h,,POINT (-5.845605 43.198671),32,1,9
54263,2009330041,20.69,2009-01-18,43.176091,-6.628472,5,33,11,CANGAS DEL NARCEA,4,327,357,2009,1,Asturias,Menos_de_24h,,POINT (-6.628472 43.176091),32,1,13
54264,2009330045,2.0,2009-01-19,43.360754,-5.567965,5,33,66,SIERO,4,64,76,2009,1,Asturias,Menos_de_24h,,POINT (-5.567965 43.360754),32,1,8
54265,2009330050,1.74,2009-01-22,43.30193,-5.889698,5,33,38,MORCÍN,4,101,113,2009,1,Asturias,Menos_de_24h,,POINT (-5.889698 43.30193),32,1,7
54266,2009330052,1.0,2009-01-30,43.305565,-6.042246,5,33,26,GRADO,4,0,71,2009,1,Asturias,Menos_de_24h,,POINT (-6.042246 43.305565),32,1,4
54267,2009330056,5.0,2009-01-30,43.164003,-5.868767,5,33,33,LENA,2,0,248,2009,1,Asturias,Menos_de_24h,,POINT (-5.868767 43.164003),32,0,4
54268,2009330057,2.0,2009-01-30,43.328112,-4.91078,5,33,8,CABRALES,2,121,134,2009,1,Asturias,Menos_de_24h,,POINT (-4.91078 43.328112),32,0,4
54269,2009330059,1.0,2009-01-31,43.3086,-5.848192,5,33,57,RIBERA DE ARRIBA,2,0,117,2009,1,Asturias,Menos_de_24h,,POINT (-5.848192 43.3086),32,0,10
54270,2009330060,3.5,2009-01-31,43.38948,-5.090164,5,33,12,CANGAS DE ONÍS,4,0,50,2009,1,Asturias,Menos_de_24h,,POINT (-5.090164 43.38948),32,1,3
54271,2009330065,5.7,2009-02-04,43.403252,-5.153446,5,33,45,PARRES,4,0,718,2009,2,Asturias,Menos_de_24h,1,POINT (-5.153446 43.403252),32,1,6
54272,2009330066,4.1,2009-02-04,43.335731,-5.080437,5,33,12,CANGAS DE ONÍS,4,107,192,2009,2,Asturias,Menos_de_24h,1,POINT (-5.080437 43.335731),32,1,9
54273,2009330067,1.0,2009-02-04,43.306903,-5.626948,5,33,60,SAN MARTÍN DEL REY AURELIO,4,0,72,2009,2,Asturias,Menos_de_24h,1,POINT (-5.626948 43.306903),32,1,3
54274,2009330069,7.0,2009-02-04,43.399466,-5.089606,5,33,12,CANGAS DE ONÍS,4,0,685,2009,2,Asturias,Menos_de_24h,1,POINT (-5.089606 43.399466),32,1,10
54275,2009330071,2.0,2009-02-04,43.324232,-5.095769,5,33,12,CANGAS DE ONÍS,2,110,136,2009,2,Asturias,Menos_de_24h,1,POINT (-5.095769 43.324232),32,0,8
54276,2009330072,1.0,2009-02-05,43.405433,-5.077412,5,33,12,CANGAS DE ONÍS,4,0,128,2009,2,Asturias,Menos_de_24h,1,POINT (-5.077412 43.405433),32,1,13
54277,2009330073,8.0,2009-02-05,43.351583,-5.87235,5,33,44,OVIEDO,4,0,280,2009,2,Asturias,Menos_de_24h,1,POINT (-5.87235 43.351583),32,1,5
54278,2009330074,4.0,2009-02-05,43.329692,-5.198628,5,33,45,PARRES,2,98,127,2009,2,Asturias,Menos_de_24h,1,POINT (-5.198628 43.329692),32,0,10
54282,2009330079,2.0,2009-02-05,43.296898,-5.124897,5,33,3,AMIEVA,2,44,65,2009,2,Asturias,Menos_de_24h,1,POINT (-5.124897 43.296898),32,0,5
54283,2009330080,1.0,2009-02-05,43.337809,-5.923053,5,33,44,OVIEDO,2,0,76,2009,2,Asturias,Menos_de_24h,1,POINT (-5.923053 43.337809),32,0,6
54285,2009330083,8.0,2009-02-05,43.342375,-5.088386,5,33,12,CANGAS DE ONÍS,4,0,229,2009,2,Asturias,Menos_de_24h,1,POINT (-5.088386 43.342375),32,1,5
54287,2009330085,1.54,2009-02-05,43.324995,-5.576164,5,33,6,BIMENES,2,93,105,2009,2,Asturias,Menos_de_24h,1,POINT (-5.576164 43.324995),32,0,4
54291,2009330089,1.0,2009-02-06,43.296471,-5.125079,5,33,3,AMIEVA,4,0,365,2009,2,Asturias,Menos_de_24h,1,POINT (-5.125079 43.296471),32,1,0
54292,2009330092,4.71,2009-02-09,43.406754,-4.931776,5,33,36,LLANES,4,173,193,2009,2,Asturias,Menos_de_24h,1,POINT (-4.931776 43.406754),32,1,12
54293,2009330096,2.0,2009-02-09,43.341899,-5.22991,5,33,49,PILOÑA,4,76,103,2009,2,Asturias,Menos_de_24h,1,POINT (-5.22991 43.341899),32,1,4
54295,2009330100,1.5,2009-02-15,43.29729,-5.126057,5,33,3,AMIEVA,4,75,88,2009,2,Asturias,Menos_de_24h,1,POINT (-5.126057 43.29729),32,1,9
54296,2009330103,5.5,2009-02-15,43.341941,-5.215737,5,33,45,PARRES,4,213,241,2009,2,Asturias,Menos_de_24h,1,POINT (-5.215737 43.341941),32,1,6
54298,2009330106,9.0,2009-02-17,43.252397,-5.589237,5,33,32,LAVIANA,2,146,246,2009,2,Asturias,Menos_de_24h,1,POINT (-5.589237 43.252397),32,0,14
54299,2009330109,8.3,2009-02-17,43.420932,-5.113617,5,33,45,PARRES,4,0,319,2009,2,Asturias,Menos_de_24h,1,POINT (-5.113617 43.420932),32,1,0
54300,2009330111,5.0,2009-02-18,43.190174,-5.350599,5,33,15,CASO,2,0,78,2009,2,Asturias,Menos_de_24h,1,POINT (-5.350599 43.190174),32,0,6
54302,2009330113,4.5,2009-02-18,43.131151,-5.700377,5,33,2,ALLER,2,154,164,2009,2,Asturias,Menos_de_24h,1,POINT (-5.700377 43.131151),32,0,6
54304,2009330121,1.0,2009-02-19,43.422195,-4.831725,5,33,36,LLANES,2,72,77,2009,2,Asturias,Menos_de_24h,1,POINT (-4.831725 43.422195),32,0,8
54305,2009330122,2.5,2009-02-19,43.137565,-5.974878,5,33,53,QUIRÓS,2,115,128,2009,2,Asturias,Menos_de_24h,1,POINT (-5.974878 43.137565),32,0,15
54306,2009330129,1.0,2009-02-20,43.040448,-5.790167,5,33,33,LENA,2,51,66,2009,2,Asturias,Menos_de_24h,1,POINT (-5.790167 43.040448),32,0,5
54307,2009330130,3.8,2009-02-20,43.400406,-6.590717,5,33,73,TINEO,4,126,152,2009,2,Asturias,Menos_de_24h,1,POINT (-6.590717 43.400406),32,1,6
54308,2009330132,2.0,2009-02-20,43.369106,-5.117901,5,33,12,CANGAS DE ONÍS,4,129,143,2009,2,Asturias,Menos_de_24h,1,POINT (-5.117901 43.369106),32,1,4
54310,2009330137,1.5,2009-02-21,43.30549,-6.099419,5,33,26,GRADO,4,84,102,2009,2,Asturias,Menos_de_24h,1,POINT (-6.099419 43.30549),32,1,15
54311,2009330140,1.0,2009-02-21,43.07392,-5.691978,5,33,33,LENA,2,0,75,2009,2,Asturias,Menos_de_24h,1,POINT (-5.691978 43.07392),32,0,5
54312,2009330147,1.0,2009-02-21,43.306772,-5.882308,5,33,57,RIBERA DE ARRIBA,4,0,59,2009,2,Asturias,Menos_de_24h,1,POINT (-5.882308 43.306772),32,1,5
54314,2009330150,2.0,2009-02-21,43.384272,-4.848866,5,33,36,LLANES,2,0,161,2009,2,Asturias,Menos_de_24h,1,POINT (-4.848866 43.384272),32,0,4
54315,2009330155,2.0,2009-02-21,43.519565,-6.24496,5,33,21,CUDILLERO,4,136,152,2009,2,Asturias,Menos_de_24h,1,POINT (-6.24496 43.519565),32,1,5
54316,2009330156,3.0,2009-02-21,43.258625,-5.902702,5,33,38,MORCÍN,2,707,724,2009,2,Asturias,Menos_de_24h,1,POINT (-5.902702 43.258625),32,0,4
54319,2009330162,29.3,2009-02-22,43.229444,-6.596234,5,33,1,ALLANDE,4,94,107,2009,2,Asturias,Menos_de_24h,1,POINT (-6.596234 43.229444),32,1,13
54320,2009330170,7.8,2009-02-22,43.351981,-4.922165,5,33,43,ONÍS,4,0,187,2009,2,Asturias,Menos_de_24h,1,POINT (-4.922165 43.351981),32,1,8
54321,2009330171,2.0,2009-02-22,43.383143,-5.279889,5,33,49,PILOÑA,4,221,431,2009,2,Asturias,Menos_de_24h,1,POINT (-5.279889 43.383143),32,1,13
54322,2009330175,3.0,2009-02-22,43.27936,-5.904144,5,33,38,MORCÍN,2,182,199,2009,2,Asturias,Menos_de_24h,1,POINT (-5.904144 43.27936),32,0,6
54325,2009330179,1.0,2009-02-23,43.027671,-5.771277,5,33,33,LENA,2,0,83,2009,2,Asturias,Menos_de_24h,1,POINT (-5.771277 43.027671),32,0,5
54329,2009330193,4.0,2009-02-23,43.153733,-6.480684,5,33,11,CANGAS DEL NARCEA,4,86,107,2009,2,Asturias,Menos_de_24h,1,POINT (-6.480684 43.153733),32,1,6
54330,2009330194,1.5,2009-02-23,43.353099,-5.047603,5,33,12,CANGAS DE ONÍS,2,47,67,2009,2,Asturias,Menos_de_24h,1,POINT (-5.047603 43.353099),32,0,5
54331,2009330200,1.5,2009-02-23,43.340417,-5.088134,5,33,12,CANGAS DE ONÍS,2,88,96,2009,2,Asturias,Menos_de_24h,1,POINT (-5.088134 43.340417),32,0,4
54332,2009330204,1.5,2009-02-23,43.179176,-6.51677,5,33,11,CANGAS DEL NARCEA,4,52,93,2009,2,Asturias,Menos_de_24h,1,POINT (-6.51677 43.179176),32,1,4
54333,2009330207,2.0,2009-02-24,43.39725,-5.275466,5,33,49,PILOÑA,4,72,112,2009,2,Asturias,Menos_de_24h,1,POINT (-5.275466 43.39725),32,1,5
54334,2009330211,3.98,2009-02-24,43.240974,-5.58911,5,33,32,LAVIANA,4,0,201,2009,2,Asturias,Menos_de_24h,1,POINT (-5.58911 43.240974),32,1,8
54335,2009330213,5.0,2009-02-24,43.420118,-4.822509,5,33,36,LLANES,2,267,302,2009,2,Asturias,Menos_de_24h,1,POINT (-4.822509 43.420118),32,0,13
54336,2009330215,10.0,2009-02-24,43.459509,-4.933888,5,33,36,LLANES,2,247,284,2009,2,Asturias,Menos_de_24h,1,POINT (-4.933888 43.459509),32,0,11
54337,2009330217,2.0,2009-02-24,43.30637,-5.666687,5,33,31,LANGREO,2,0,98,2009,2,Asturias,Menos_de_24h,1,POINT (-5.666687 43.30637),32,0,3
54338,2009330219,1.5,2009-02-24,43.026215,-5.768192,5,33,33,LENA,2,0,292,2009,2,Asturias,Menos_de_24h,1,POINT (-5.768192 43.026215),32,0,4
54339,2009330224,30.0,2009-02-24,43.416308,-4.824309,5,33,36,LLANES,4,0,523,2009,2,Asturias,Menos_de_24h,1,POINT (-4.824309 43.416308),32,1,11
54340,2009330226,3.0,2009-02-25,43.322092,-5.047881,5,33,12,CANGAS DE ONÍS,2,0,62,2009,2,Asturias,Menos_de_24h,1,POINT (-5.047881 43.322092),32,0,4
54341,2009330227,2.5,2009-02-25,43.242455,-5.183847,5,33,50,PONGA,2,201,231,2009,2,Asturias,Menos_de_24h,1,POINT (-5.183847 43.242455),32,0,4
54342,2009330228,3.0,2009-02-25,43.327597,-5.704815,5,33,31,LANGREO,2,123,138,2009,2,Asturias,Menos_de_24h,1,POINT (-5.704815 43.327597),32,0,8
54344,2009330231,6.0,2009-02-25,43.259129,-5.237924,5,33,50,PONGA,2,0,170,2009,2,Asturias,Menos_de_24h,1,POINT (-5.237924 43.259129),32,0,5
54345,2009330232,2.5,2009-02-25,43.384494,-4.85128,5,33,36,LLANES,4,0,216,2009,2,Asturias,Menos_de_24h,1,POINT (-4.85128 43.384494),32,1,11
54347,2009330242,1.5,2009-02-25,43.245349,-5.864308,5,33,38,MORCÍN,4,196,222,2009,2,Asturias,Menos_de_24h,1,POINT (-5.864308 43.245349),32,1,5
54348,2009330243,1.0,2009-02-26,43.243637,-5.58639,5,33,32,LAVIANA,2,109,151,2009,2,Asturias,Menos_de_24h,1,POINT (-5.58639 43.243637),32,0,6
54352,2009330249,4.08,2009-02-26,43.293939,-5.532274,5,33,32,LAVIANA,4,120,157,2009,2,Asturias,Menos_de_24h,1,POINT (-5.532274 43.293939),32,1,12
54354,2009330253,5.0,2009-02-26,43.350371,-4.896709,5,33,8,CABRALES,4,135,140,2009,2,Asturias,Menos_de_24h,1,POINT (-4.896709 43.350371),32,1,4
54356,2009330256,5.0,2009-02-26,43.314434,-6.119118,5,33,26,GRADO,2,89,108,2009,2,Asturias,Menos_de_24h,1,POINT (-6.119118 43.314434),32,0,10
54357,2009330259,2.0,2009-02-26,43.337958,-5.199123,5,33,45,PARRES,2,245,260,2009,2,Asturias,Menos_de_24h,1,POINT (-5.199123 43.337958),32,0,4
54358,2009330261,5.0,2009-02-26,43.179505,-6.621573,5,33,11,CANGAS DEL NARCEA,4,0,83,2009,2,Asturias,Menos_de_24h,1,POINT (-6.621573 43.179505),32,1,9
54359,2009330262,5.0,2009-02-26,43.200245,-5.609035,5,33,32,LAVIANA,2,335,338,2009,2,Asturias,Menos_de_24h,1,POINT (-5.609035 43.200245),32,0,8
54360,2009330264,12.0,2009-02-26,43.17686,-6.646947,5,33,11,CANGAS DEL NARCEA,4,230,269,2009,2,Asturias,Menos_de_24h,1,POINT (-6.646947 43.17686),32,1,15
54362,2009330266,5.0,2009-02-26,43.138571,-5.893594,5,33,33,LENA,4,0,154,2009,2,Asturias,Menos_de_24h,1,POINT (-5.893594 43.138571),32,1,4
54363,2009330269,6.0,2009-02-26,43.2666,-5.942952,5,33,38,MORCÍN,4,0,1060,2009,2,Asturias,Menos_de_24h,1,POINT (-5.942952 43.2666),32,1,15
54364,2009330272,4.0,2009-02-26,43.243224,-5.621154,5,33,60,SAN MARTÍN DEL REY AURELIO,2,99,119,2009,2,Asturias,Menos_de_24h,1,POINT (-5.621154 43.243224),32,0,5
54366,2009330274,2.3,2009-02-26,43.292604,-6.283659,5,33,5,BELMONTE DE MIRANDA,2,120,140,2009,2,Asturias,Menos_de_24h,1,POINT (-6.283659 43.292604),32,0,6
54368,2009330278,2.9,2009-02-27,43.265764,-6.162137,5,33,26,GRADO,4,271,281,2009,2,Asturias,Menos_de_24h,1,POINT (-6.162137 43.265764),32,1,19
54369,2009330282,2.0,2009-02-27,43.361249,-5.681321,5,33,66,SIERO,2,52,69,2009,2,Asturias,Menos_de_24h,1,POINT (-5.681321 43.361249),32,0,3
54370,2009330285,2.0,2009-02-27,43.255828,-6.177603,5,33,26,GRADO,4,76,86,2009,2,Asturias,Menos_de_24h,1,POINT (-6.177603 43.255828),32,1,5
